序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,发送,1,2026-04-29 08:28:47.065.726,0.000000,0,错误帧,数据帧,标准帧,CAN,0,
1,发送,1,2026-04-29 08:28:47.065.730,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
2,发送,1,2026-04-29 08:28:47.065.734,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
3,发送,1,2026-04-29 08:28:47.065.738,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
4,发送,1,2026-04-29 08:28:47.065.742,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
5,发送,1,2026-04-29 08:28:47.065.746,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
6,发送,1,2026-04-29 08:28:47.065.751,0.000005,0,错误帧,数据帧,标准帧,CAN,0,
7,发送,1,2026-04-29 08:28:47.065.754,0.000003,0,错误帧,数据帧,标准帧,CAN,0,
8,发送,1,2026-04-29 08:28:47.065.758,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
9,发送,1,2026-04-29 08:28:47.065.762,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
10,发送,1,2026-04-29 08:28:47.065.766,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
11,发送,1,2026-04-29 08:28:47.065.770,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
12,发送,1,2026-04-29 08:28:47.065.774,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
13,发送,1,2026-04-29 08:28:47.065.778,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
14,发送,1,2026-04-29 08:28:47.065.782,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
15,发送,1,2026-04-29 08:28:47.065.786,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
16,发送,1,2026-04-29 08:28:47.065.790,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
17,接收,1,2026-04-29 08:28:47.065.830,0.000040,1b1,错误帧,数据帧,标准帧,CAN,0,
18,接收,1,2026-04-29 08:28:47.066.258,0.000428,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 00 00 f0
19,接收,1,2026-04-29 08:28:47.066.662,0.000404,731,报文帧,数据帧,标准帧,CAN,1,05
20,接收,1,2026-04-29 08:28:47.066.927,0.000265,731,报文帧,数据帧,标准帧,CAN,1,00
