序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-04-29 08:53:20.079.709,0.000000,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 52
1,接收,1,2026-04-29 08:53:20.083.070,0.003361,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
2,接收,1,2026-04-29 08:53:20.093.354,0.010284,1b1,报文帧,数据帧,标准帧,CAN,5,14 27 ab 12 f0
3,接收,1,2026-04-29 08:53:20.167.707,0.074353,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 53
4,接收,1,2026-04-29 08:53:20.193.348,0.025641,1b1,报文帧,数据帧,标准帧,CAN,5,14 27 a9 12 f0
5,接收,1,2026-04-29 08:53:20.204.800,0.011452,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
6,接收,1,2026-04-29 08:53:20.255.706,0.050906,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 53
7,接收,1,2026-04-29 08:53:20.283.057,0.027351,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
8,接收,1,2026-04-29 08:53:20.293.369,0.010312,1b1,报文帧,数据帧,标准帧,CAN,5,14 27 b0 12 f0
9,接收,1,2026-04-29 08:53:20.343.703,0.050334,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 54
10,接收,1,2026-04-29 08:53:20.383.053,0.039350,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
11,接收,1,2026-04-29 08:53:20.393.370,0.010317,731,报文帧,数据帧,标准帧,CAN,1,05
12,接收,1,2026-04-29 08:53:20.393.601,0.000231,1b1,报文帧,数据帧,标准帧,CAN,5,14 27 bc 12 f0
13,接收,1,2026-04-29 08:53:20.431.700,0.038099,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 54
14,接收,1,2026-04-29 08:53:20.493.369,0.061669,1b1,报文帧,数据帧,标准帧,CAN,5,14 27 d0 12 f0
15,接收,1,2026-04-29 08:53:20.519.696,0.026327,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 55
16,接收,1,2026-04-29 08:53:20.524.780,0.005084,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
17,接收,1,2026-04-29 08:53:20.555.048,0.030268,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 04 00 27 58 1a 00 00
18,接收,1,2026-04-29 08:53:20.555.616,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,a1 00 32 00 a4 00 81 00
19,接收,1,2026-04-29 08:53:20.556.176,0.000560,18f183a0,报文帧,数据帧,扩展帧,CAN,8,60 09 05 00 e9 05 d4 01
20,接收,1,2026-04-29 08:53:20.556.728,0.000552,18f184a0,报文帧,数据帧,扩展帧,CAN,8,0e 00 21 00 24 00 33 00
21,接收,1,2026-04-29 08:53:20.557.297,0.000569,18f185a0,报文帧,数据帧,扩展帧,CAN,8,5e 0d 00 00 30 2a 00 00
22,接收,1,2026-04-29 08:53:20.557.861,0.000564,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 5f 19
23,接收,1,2026-04-29 08:53:20.558.421,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
24,接收,1,2026-04-29 08:53:20.558.985,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 01
25,接收,1,2026-04-29 08:53:20.559.553,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 01 14 00
26,接收,1,2026-04-29 08:53:20.560.130,0.000577,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
27,接收,1,2026-04-29 08:53:20.560.710,0.000580,18f196a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
28,接收,1,2026-04-29 08:53:20.561.290,0.000580,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
29,接收,1,2026-04-29 08:53:20.587.588,0.026298,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
30,接收,1,2026-04-29 08:53:20.593.389,0.005801,1b1,报文帧,数据帧,标准帧,CAN,5,14 27 d7 12 f0
31,接收,1,2026-04-29 08:53:20.607.692,0.014303,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 55
32,接收,1,2026-04-29 08:53:20.684.772,0.077080,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
33,接收,1,2026-04-29 08:53:20.693.388,0.008616,1b1,报文帧,数据帧,标准帧,CAN,5,14 27 d5 12 f0
34,接收,1,2026-04-29 08:53:20.695.688,0.002300,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 56
35,接收,1,2026-04-29 08:53:20.783.685,0.087997,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 56
36,接收,1,2026-04-29 08:53:20.787.577,0.003892,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
37,接收,1,2026-04-29 08:53:20.793.385,0.005808,1b1,报文帧,数据帧,标准帧,CAN,5,14 27 ac 12 f0
38,接收,1,2026-04-29 08:53:20.871.686,0.078301,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 56
39,接收,1,2026-04-29 08:53:20.887.570,0.015884,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
40,接收,1,2026-04-29 08:53:20.893.406,0.005836,731,报文帧,数据帧,标准帧,CAN,1,05
41,接收,1,2026-04-29 08:53:20.893.638,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,14 27 99 12 f0
42,接收,1,2026-04-29 08:53:20.959.680,0.066042,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 57
43,接收,1,2026-04-29 08:53:20.993.409,0.033729,1b1,报文帧,数据帧,标准帧,CAN,5,14 27 96 12 f0
44,接收,1,2026-04-29 08:53:21.004.752,0.011343,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
45,接收,1,2026-04-29 08:53:21.047.678,0.042926,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 57
46,接收,1,2026-04-29 08:53:21.055.039,0.007361,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 04 00 27 57 1a 00 00
47,接收,1,2026-04-29 08:53:21.055.603,0.000564,18f182a0,报文帧,数据帧,扩展帧,CAN,8,a1 00 32 00 a4 00 81 00
48,接收,1,2026-04-29 08:53:21.056.163,0.000560,18f183a0,报文帧,数据帧,扩展帧,CAN,8,60 09 06 00 f8 05 d8 01
49,接收,1,2026-04-29 08:53:21.056.723,0.000560,18f184a0,报文帧,数据帧,扩展帧,CAN,8,12 00 21 00 24 00 33 00
50,接收,1,2026-04-29 08:53:21.057.288,0.000565,18f185a0,报文帧,数据帧,扩展帧,CAN,8,5e 0d 00 00 30 2a 00 00
51,接收,1,2026-04-29 08:53:21.057.852,0.000564,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 5f 19
