序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-04-29 09:02:39.820.469,0.000000,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 53
1,接收,1,2026-04-29 09:02:39.852.299,0.031830,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
2,接收,1,2026-04-29 09:02:39.852.795,0.000496,1b1,报文帧,数据帧,标准帧,CAN,5,ac 27 b4 12 f0
3,接收,1,2026-04-29 09:02:39.908.469,0.055674,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 53
4,接收,1,2026-04-29 09:02:39.952.746,0.044277,1b1,报文帧,数据帧,标准帧,CAN,5,ac 27 c2 12 f0
5,接收,1,2026-04-29 09:02:39.976.217,0.023471,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
6,接收,1,2026-04-29 09:02:39.996.464,0.020247,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 54
7,接收,1,2026-04-29 09:02:40.052.289,0.055825,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
8,接收,1,2026-04-29 09:02:40.052.785,0.000496,731,报文帧,数据帧,标准帧,CAN,1,05
9,接收,1,2026-04-29 09:02:40.053.017,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,ac 27 d6 12 f0
10,接收,1,2026-04-29 09:02:40.084.464,0.031447,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 54
11,接收,1,2026-04-29 09:02:40.152.284,0.067820,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
12,接收,1,2026-04-29 09:02:40.152.776,0.000492,1b1,报文帧,数据帧,标准帧,CAN,5,ac 27 ee 12 f0
13,接收,1,2026-04-29 09:02:40.172.459,0.019683,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 55
14,接收,1,2026-04-29 09:02:40.244.391,0.071932,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 03 00 2c 58 1a 00 00
15,接收,1,2026-04-29 09:02:40.244.959,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,a1 00 42 00 a4 00 81 00
16,接收,1,2026-04-29 09:02:40.245.515,0.000556,18f183a0,报文帧,数据帧,扩展帧,CAN,8,60 09 0d 00 38 07 e4 01
17,接收,1,2026-04-29 09:02:40.246.071,0.000556,18f184a0,报文帧,数据帧,扩展帧,CAN,8,2e 00 21 00 29 00 35 00
18,接收,1,2026-04-29 09:02:40.246.636,0.000565,18f185a0,报文帧,数据帧,扩展帧,CAN,8,ea 0e 00 00 30 2a 00 00
19,接收,1,2026-04-29 09:02:40.247.200,0.000564,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 5f 19
