序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,发送,1,2026-04-29 09:10:47.948.718,0.000000,0,错误帧,数据帧,标准帧,CAN,0,
1,发送,1,2026-04-29 09:10:47.948.722,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
2,发送,1,2026-04-29 09:10:47.948.726,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
3,发送,1,2026-04-29 09:10:47.948.730,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
4,发送,1,2026-04-29 09:10:47.948.734,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
5,发送,1,2026-04-29 09:10:47.948.738,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
6,发送,1,2026-04-29 09:10:47.948.743,0.000005,0,错误帧,数据帧,标准帧,CAN,0,
7,发送,1,2026-04-29 09:10:47.948.746,0.000003,0,错误帧,数据帧,标准帧,CAN,0,
8,发送,1,2026-04-29 09:10:47.948.750,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
9,发送,1,2026-04-29 09:10:47.948.754,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
10,发送,1,2026-04-29 09:10:47.948.758,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
11,发送,1,2026-04-29 09:10:47.948.762,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
12,发送,1,2026-04-29 09:10:47.948.766,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
13,发送,1,2026-04-29 09:10:47.948.770,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
14,发送,1,2026-04-29 09:10:47.948.774,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
15,发送,1,2026-04-29 09:10:47.948.778,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
16,发送,1,2026-04-29 09:10:47.948.782,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
