序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,发送,1,2026-04-29 08:41:56.234.761,0.000000,0,错误帧,数据帧,标准帧,CAN,0,
1,发送,1,2026-04-29 08:41:56.234.765,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
2,发送,1,2026-04-29 08:41:56.234.769,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
3,发送,1,2026-04-29 08:41:56.234.773,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
4,发送,1,2026-04-29 08:41:56.234.777,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
5,发送,1,2026-04-29 08:41:56.234.781,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
6,发送,1,2026-04-29 08:41:56.234.785,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
7,发送,1,2026-04-29 08:41:56.234.789,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
8,发送,1,2026-04-29 08:41:56.234.793,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
9,发送,1,2026-04-29 08:41:56.234.797,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
10,发送,1,2026-04-29 08:41:56.234.801,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
11,发送,1,2026-04-29 08:41:56.234.805,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
12,发送,1,2026-04-29 08:41:56.234.809,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
13,发送,1,2026-04-29 08:41:56.234.813,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
14,发送,1,2026-04-29 08:41:56.234.817,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
15,发送,1,2026-04-29 08:41:56.234.821,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
16,发送,1,2026-04-29 08:41:56.234.825,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
17,接收,1,2026-04-29 08:41:56.234.865,0.000040,1b1,错误帧,数据帧,标准帧,CAN,0,
18,接收,1,2026-04-29 08:41:56.235.292,0.000427,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 00 00 f0
19,发送,1,2026-04-29 08:41:56.235.849,0.000557,0,错误帧,数据帧,标准帧,CAN,0,
20,发送,1,2026-04-29 08:41:56.236.137,0.000288,0,错误帧,数据帧,标准帧,CAN,0,
21,发送,1,2026-04-29 08:41:56.236.141,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
22,发送,1,2026-04-29 08:41:56.236.425,0.000284,0,错误帧,数据帧,标准帧,CAN,0,
23,发送,1,2026-04-29 08:41:56.236.713,0.000288,0,错误帧,数据帧,标准帧,CAN,0,
24,接收,1,2026-04-29 08:41:56.236.817,0.000104,731,报文帧,数据帧,标准帧,CAN,1,05
25,发送,1,2026-04-29 08:41:56.237.266,0.000449,0,错误帧,数据帧,标准帧,CAN,0,
26,发送,1,2026-04-29 08:41:56.237.270,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
27,接收,1,2026-04-29 08:41:56.237.369,0.000099,731,报文帧,数据帧,标准帧,CAN,1,00
28,接收,1,2026-04-29 08:41:56.257.518,0.020149,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 73 13 f0
