序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-04-29 08:40:47.477.724,0.000000,1b1,报文帧,数据帧,标准帧,CAN,5,76 26 21 12 f0
1,接收,1,2026-04-29 08:40:47.488.083,0.010359,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 90
2,接收,1,2026-04-29 08:40:47.542.637,0.054554,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
3,接收,1,2026-04-29 08:40:47.576.080,0.033443,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 91
4,接收,1,2026-04-29 08:40:47.577.740,0.001660,1b1,报文帧,数据帧,标准帧,CAN,5,76 26 27 12 f0
5,接收,1,2026-04-29 08:40:47.610.898,0.033158,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
6,接收,1,2026-04-29 08:40:47.664.076,0.053178,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 91
7,接收,1,2026-04-29 08:40:47.677.753,0.013677,731,报文帧,数据帧,标准帧,CAN,1,05
8,接收,1,2026-04-29 08:40:47.677.984,0.000231,1b1,报文帧,数据帧,标准帧,CAN,5,76 26 30 12 f0
9,接收,1,2026-04-29 08:40:47.715.438,0.037454,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
10,接收,1,2026-04-29 08:40:47.752.073,0.036635,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 91
11,接收,1,2026-04-29 08:40:47.777.750,0.025677,1b1,报文帧,数据帧,标准帧,CAN,5,76 26 33 12 f0
12,接收,1,2026-04-29 08:40:47.787.486,0.009736,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 04 00 22 56 1a 00 00
13,接收,1,2026-04-29 08:40:47.788.054,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,a3 00 2e 00 a6 00 81 00
14,接收,1,2026-04-29 08:40:47.788.618,0.000564,18f183a0,报文帧,数据帧,扩展帧,CAN,8,60 09 04 00 29 05 d0 01
15,接收,1,2026-04-29 08:40:47.789.178,0.000560,18f184a0,报文帧,数据帧,扩展帧,CAN,8,06 00 1f 00 20 00 31 00
16,接收,1,2026-04-29 08:40:47.789.750,0.000572,18f185a0,报文帧,数据帧,扩展帧,CAN,8,33 0c 00 00 20 1c 00 00
17,接收,1,2026-04-29 08:40:47.790.314,0.000564,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 5f 19
18,接收,1,2026-04-29 08:40:47.790.875,0.000561,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
19,接收,1,2026-04-29 08:40:47.791.439,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 01
20,接收,1,2026-04-29 08:40:47.792.007,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 01 13 00
