序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-04-29 08:34:47.402.966,0.000000,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ab
1,接收,1,2026-04-29 08:34:47.474.563,0.071597,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
2,接收,1,2026-04-29 08:34:47.486.523,0.011960,1b1,报文帧,数据帧,标准帧,CAN,5,dc 25 ae 11 f0
3,接收,1,2026-04-29 08:34:47.490.963,0.004440,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ab
4,接收,1,2026-04-29 08:34:47.532.093,0.041130,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
5,接收,1,2026-04-29 08:34:47.578.960,0.046867,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ac
6,接收,1,2026-04-29 08:34:47.586.524,0.007564,731,报文帧,数据帧,标准帧,CAN,1,05
7,接收,1,2026-04-29 08:34:47.586.757,0.000233,1b1,报文帧,数据帧,标准帧,CAN,5,dc 25 b9 11 f0
8,接收,1,2026-04-29 08:34:47.634.342,0.047585,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
9,接收,1,2026-04-29 08:34:47.666.957,0.032615,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ac
10,接收,1,2026-04-29 08:34:47.686.550,0.019593,1b1,报文帧,数据帧,标准帧,CAN,5,dc 25 c8 11 f0
11,接收,1,2026-04-29 08:34:47.732.453,0.045903,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 04 00 1d 55 1a 00 00
12,接收,1,2026-04-29 08:34:47.733.017,0.000564,18f182a0,报文帧,数据帧,扩展帧,CAN,8,a1 00 35 00 a3 00 82 00
13,接收,1,2026-04-29 08:34:47.733.578,0.000561,18f183a0,报文帧,数据帧,扩展帧,CAN,8,60 09 09 00 10 06 dc 01
14,接收,1,2026-04-29 08:34:47.734.130,0.000552,18f184a0,报文帧,数据帧,扩展帧,CAN,8,20 00 1c 00 1b 00 2e 00
15,接收,1,2026-04-29 08:34:47.734.698,0.000568,18f185a0,报文帧,数据帧,扩展帧,CAN,8,9b 0b 00 00 20 1c 00 00
16,接收,1,2026-04-29 08:34:47.735.259,0.000561,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 5f 19
17,接收,1,2026-04-29 08:34:47.735.819,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
