序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-04-29 09:05:39.795.950,0.000000,1b1,报文帧,数据帧,标准帧,CAN,5,dc 27 40 13 f0
1,接收,1,2026-04-29 09:05:39.816.658,0.020708,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 04 00 2d 58 19 00 00
2,接收,1,2026-04-29 09:05:39.817.227,0.000569,18f182a0,报文帧,数据帧,扩展帧,CAN,8,9b 00 44 00 9d 00 81 00
3,接收,1,2026-04-29 09:05:39.817.783,0.000556,18f183a0,报文帧,数据帧,扩展帧,CAN,8,60 09 10 00 4d 07 e4 01
4,接收,1,2026-04-29 09:05:39.818.339,0.000556,18f184a0,报文帧,数据帧,扩展帧,CAN,8,46 00 22 00 2a 00 36 00
5,接收,1,2026-04-29 09:05:39.818.899,0.000560,18f185a0,报文帧,数据帧,扩展帧,CAN,8,85 0f 00 00 30 2a 00 00
6,接收,1,2026-04-29 09:05:39.819.459,0.000560,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 5f 19
7,接收,1,2026-04-29 09:05:39.820.019,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
8,接收,1,2026-04-29 09:05:39.820.583,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 01
9,接收,1,2026-04-29 09:05:39.821.152,0.000569,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 16 00
10,接收,1,2026-04-29 09:05:39.821.728,0.000576,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
11,接收,1,2026-04-29 09:05:39.822.308,0.000580,18f196a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
12,接收,1,2026-04-29 09:05:39.822.888,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 04 00 2d 58 19 00 00
13,接收,1,2026-04-29 09:05:39.823.372,0.000484,182,报文帧,数据帧,标准帧,CAN,8,9b 00 9d 00 44 00 81 00
14,接收,1,2026-04-29 09:05:39.823.845,0.000473,183,报文帧,数据帧,标准帧,CAN,8,00 00 4a 00 52 00 5e 00
15,接收,1,2026-04-29 09:05:39.824.333,0.000488,184,报文帧,数据帧,标准帧,CAN,8,18 00 4d 07 e4 01 46 00
16,接收,1,2026-04-29 09:05:39.824.813,0.000480,185,报文帧,数据帧,标准帧,CAN,8,02 01 3b 00 00 02 5f 19
17,接收,1,2026-04-29 09:05:39.841.432,0.016619,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
18,接收,1,2026-04-29 09:05:39.862.476,0.021044,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ab
19,接收,1,2026-04-29 09:05:39.895.972,0.033496,1b1,报文帧,数据帧,标准帧,CAN,5,dc 27 42 13 f0
20,接收,1,2026-04-29 09:05:39.950.474,0.054502,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ab
21,接收,1,2026-04-29 09:05:39.973.162,0.022688,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
22,接收,1,2026-04-29 09:05:39.995.970,0.022808,1b1,报文帧,数据帧,标准帧,CAN,5,dc 27 4a 13 f0
23,接收,1,2026-04-29 09:05:40.038.468,0.042498,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ac
24,接收,1,2026-04-29 09:05:40.041.421,0.002953,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
25,接收,1,2026-04-29 09:05:40.095.989,0.054568,731,报文帧,数据帧,标准帧,CAN,1,05
26,接收,1,2026-04-29 09:05:40.096.221,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,dc 27 47 13 f0
27,接收,1,2026-04-29 09:05:40.126.469,0.030248,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ac
28,接收,1,2026-04-29 09:05:40.145.964,0.019495,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
29,接收,1,2026-04-29 09:05:40.195.993,0.050029,1b1,报文帧,数据帧,标准帧,CAN,5,dc 27 4e 13 f0
30,接收,1,2026-04-29 09:05:40.214.464,0.018471,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ac
31,接收,1,2026-04-29 09:05:40.293.140,0.078676,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
32,接收,1,2026-04-29 09:05:40.295.988,0.002848,1b1,报文帧,数据帧,标准帧,CAN,5,dc 27 48 13 f0
33,接收,1,2026-04-29 09:05:40.302.459,0.006471,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ad
34,接收,1,2026-04-29 09:05:40.316.652,0.014193,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 04 00 2d 59 19 00 00
35,接收,1,2026-04-29 09:05:40.317.216,0.000564,18f182a0,报文帧,数据帧,扩展帧,CAN,8,9a 00 44 00 9d 00 80 00
36,接收,1,2026-04-29 09:05:40.317.780,0.000564,18f183a0,报文帧,数据帧,扩展帧,CAN,8,60 09 10 00 4c 07 e4 01
37,接收,1,2026-04-29 09:05:40.318.336,0.000556,18f184a0,报文帧,数据帧,扩展帧,CAN,8,46 00 22 00 29 00 36 00
38,接收,1,2026-04-29 09:05:40.318.893,0.000557,18f185a0,报文帧,数据帧,扩展帧,CAN,8,86 0f 00 00 30 2a 00 00
39,接收,1,2026-04-29 09:05:40.319.457,0.000564,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 5f 19
40,接收,1,2026-04-29 09:05:40.320.017,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
41,接收,1,2026-04-29 09:05:40.320.582,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 01
42,接收,1,2026-04-29 09:05:40.321.150,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 17 00
43,接收,1,2026-04-29 09:05:40.321.722,0.000572,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
44,接收,1,2026-04-29 09:05:40.322.302,0.000580,18f196a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
45,接收,1,2026-04-29 09:05:40.322.882,0.000580,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
46,接收,1,2026-04-29 09:05:40.345.949,0.023067,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
47,接收,1,2026-04-29 09:05:40.390.460,0.044511,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ad
48,接收,1,2026-04-29 09:05:40.396.008,0.005548,1b1,报文帧,数据帧,标准帧,CAN,5,dc 27 3e 13 f0
49,接收,1,2026-04-29 09:05:40.453.129,0.057121,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
50,接收,1,2026-04-29 09:05:40.478.456,0.025327,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ae
51,接收,1,2026-04-29 09:05:40.496.005,0.017549,1b1,报文帧,数据帧,标准帧,CAN,5,dc 27 34 13 f0
52,接收,1,2026-04-29 09:05:40.541.391,0.045386,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
53,接收,1,2026-04-29 09:05:40.566.454,0.025063,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ae
54,接收,1,2026-04-29 09:05:40.596.027,0.029573,731,报文帧,数据帧,标准帧,CAN,1,05
55,接收,1,2026-04-29 09:05:40.596.259,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,dc 27 43 13 f0
56,接收,1,2026-04-29 09:05:40.641.384,0.045125,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
57,接收,1,2026-04-29 09:05:40.654.447,0.013063,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 af
58,接收,1,2026-04-29 09:05:40.696.032,0.041585,1b1,报文帧,数据帧,标准帧,CAN,5,dc 27 52 13 f0
59,接收,1,2026-04-29 09:05:40.742.447,0.046415,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 af
60,接收,1,2026-04-29 09:05:40.773.110,0.030663,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
61,接收,1,2026-04-29 09:05:40.796.026,0.022916,1b1,报文帧,数据帧,标准帧,CAN,5,dc 27 53 13 f0
62,接收,1,2026-04-29 09:05:40.816.646,0.020620,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 04 00 2d 59 19 00 00
63,接收,1,2026-04-29 09:05:40.817.210,0.000564,18f182a0,报文帧,数据帧,扩展帧,CAN,8,9a 00 44 00 9d 00 82 00
64,接收,1,2026-04-29 09:05:40.817.774,0.000564,18f183a0,报文帧,数据帧,扩展帧,CAN,8,60 09 10 00 4e 07 e0 01
