序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-04-29 09:13:48.192.171,0.000000,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 53
1,接收,1,2026-04-29 09:13:48.217.454,0.025283,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
2,接收,1,2026-04-29 09:13:48.222.118,0.004664,1b1,报文帧,数据帧,标准帧,CAN,5,32 28 0b 13 f0
3,接收,1,2026-04-29 09:13:48.280.168,0.058050,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 53
4,接收,1,2026-04-29 09:13:48.322.137,0.041969,1b1,报文帧,数据帧,标准帧,CAN,5,32 28 1f 13 f0
5,接收,1,2026-04-29 09:13:48.359.179,0.037042,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
6,接收,1,2026-04-29 09:13:48.368.167,0.008988,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 54
7,接收,1,2026-04-29 09:13:48.417.440,0.049273,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
8,接收,1,2026-04-29 09:13:48.422.136,0.004696,731,报文帧,数据帧,标准帧,CAN,1,05
9,接收,1,2026-04-29 09:13:48.422.368,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,32 28 29 13 f0
10,接收,1,2026-04-29 09:13:48.456.163,0.033795,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 54
11,接收,1,2026-04-29 09:13:48.519.171,0.063008,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
12,接收,1,2026-04-29 09:13:48.522.139,0.002968,1b1,报文帧,数据帧,标准帧,CAN,5,32 28 24 13 f0
13,接收,1,2026-04-29 09:13:48.544.163,0.022024,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 55
14,接收,1,2026-04-29 09:13:48.606.898,0.062735,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 03 00 30 58 19 00 00
15,接收,1,2026-04-29 09:13:48.607.474,0.000576,18f182a0,报文帧,数据帧,扩展帧,CAN,8,9e 00 44 00 a1 00 82 00
16,接收,1,2026-04-29 09:13:48.608.042,0.000568,18f183a0,报文帧,数据帧,扩展帧,CAN,8,60 09 11 00 b8 07 e8 01
17,接收,1,2026-04-29 09:13:48.608.603,0.000561,18f184a0,报文帧,数据帧,扩展帧,CAN,8,5a 00 22 00 2a 00 35 00
18,接收,1,2026-04-29 09:13:48.609.163,0.000560,18f185a0,报文帧,数据帧,扩展帧,CAN,8,c1 10 00 00 30 2a 00 00
19,接收,1,2026-04-29 09:13:48.609.728,0.000565,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 5f 19
20,接收,1,2026-04-29 09:13:48.610.288,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 01 02 01 01 01 02 02
21,接收,1,2026-04-29 09:13:48.610.848,0.000560,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
22,接收,1,2026-04-29 09:13:48.611.416,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 17 00
23,接收,1,2026-04-29 09:13:48.611.988,0.000572,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
24,接收,1,2026-04-29 09:13:48.612.568,0.000580,18f196a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
25,接收,1,2026-04-29 09:13:48.613.149,0.000581,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
26,接收,1,2026-04-29 09:13:48.617.428,0.004279,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
27,接收,1,2026-04-29 09:13:48.622.136,0.004708,1b1,报文帧,数据帧,标准帧,CAN,5,32 28 17 13 f0
28,接收,1,2026-04-29 09:13:48.632.156,0.010020,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 55
29,接收,1,2026-04-29 09:13:48.720.153,0.087997,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 56
30,接收,1,2026-04-29 09:13:48.721.970,0.001817,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
31,接收,1,2026-04-29 09:13:48.722.462,0.000492,1b1,报文帧,数据帧,标准帧,CAN,5,32 28 fb 12 f0
