序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-04-29 08:37:47.435.227,0.000000,1b1,报文帧,数据帧,标准帧,CAN,5,1a 26 05 12 f0
1,接收,1,2026-04-29 08:37:47.445.627,0.010400,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 38
2,接收,1,2026-04-29 08:37:47.533.624,0.087997,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 39
3,接收,1,2026-04-29 08:37:47.535.229,0.001605,1b1,报文帧,数据帧,标准帧,CAN,5,1a 26 05 12 f0
4,接收,1,2026-04-29 08:37:47.547.980,0.012751,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
5,接收,1,2026-04-29 08:37:47.621.552,0.073572,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
6,接收,1,2026-04-29 08:37:47.622.048,0.000496,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 39
7,接收,1,2026-04-29 08:37:47.635.245,0.013197,731,报文帧,数据帧,标准帧,CAN,1,05
8,接收,1,2026-04-29 08:37:47.635.477,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,1a 26 13 12 f0
9,接收,1,2026-04-29 08:37:47.709.618,0.074141,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 3a
10,接收,1,2026-04-29 08:37:47.726.094,0.016476,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
11,接收,1,2026-04-29 08:37:47.735.246,0.009152,1b1,报文帧,数据帧,标准帧,CAN,5,1a 26 24 12 f0
12,接收,1,2026-04-29 08:37:47.770.022,0.034776,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 03 00 1f 56 1a 00 00
13,接收,1,2026-04-29 08:37:47.770.594,0.000572,18f182a0,报文帧,数据帧,扩展帧,CAN,8,9e 00 3e 00 a0 00 81 00
14,接收,1,2026-04-29 08:37:47.771.162,0.000568,18f183a0,报文帧,数据帧,扩展帧,CAN,8,60 09 0d 00 e5 06 e4 01
15,接收,1,2026-04-29 08:37:47.771.710,0.000548,18f184a0,报文帧,数据帧,扩展帧,CAN,8,30 00 1d 00 20 00 35 00
16,接收,1,2026-04-29 08:37:47.772.278,0.000568,18f185a0,报文帧,数据帧,扩展帧,CAN,8,14 0c 00 00 20 1c 00 00
17,接收,1,2026-04-29 08:37:47.772.847,0.000569,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 5f 1e
18,接收,1,2026-04-29 08:37:47.773.407,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 01 02 01 01 01 02 02
19,接收,1,2026-04-29 08:37:47.773.967,0.000560,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
20,接收,1,2026-04-29 08:37:47.774.535,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 04 18 00
21,接收,1,2026-04-29 08:37:47.775.115,0.000580,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
22,接收,1,2026-04-29 08:37:47.775.696,0.000581,18f196a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
23,接收,1,2026-04-29 08:37:47.776.276,0.000580,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
24,接收,1,2026-04-29 08:37:47.797.615,0.021339,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 3a
25,接收,1,2026-04-29 08:37:47.835.244,0.037629,1b1,报文帧,数据帧,标准帧,CAN,5,1a 26 2e 12 f0
26,接收,1,2026-04-29 08:37:47.867.962,0.032718,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
27,接收,1,2026-04-29 08:37:47.885.614,0.017652,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 3b
28,接收,1,2026-04-29 08:37:47.921.532,0.035918,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
29,接收,1,2026-04-29 08:37:47.935.264,0.013732,1b1,报文帧,数据帧,标准帧,CAN,5,1a 26 31 12 f0
30,接收,1,2026-04-29 08:37:47.973.611,0.038347,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 3b
31,接收,1,2026-04-29 08:37:48.028.160,0.054549,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
32,接收,1,2026-04-29 08:37:48.035.260,0.007100,1b1,报文帧,数据帧,标准帧,CAN,5,1a 26 24 12 f0
33,接收,1,2026-04-29 08:37:48.061.608,0.026348,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 3b
34,接收,1,2026-04-29 08:37:48.126.068,0.064460,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
35,接收,1,2026-04-29 08:37:48.135.280,0.009212,731,报文帧,数据帧,标准帧,CAN,1,05
36,接收,1,2026-04-29 08:37:48.135.513,0.000233,1b1,报文帧,数据帧,标准帧,CAN,5,1a 26 14 12 f0
37,接收,1,2026-04-29 08:37:48.149.604,0.014091,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 3c
38,接收,1,2026-04-29 08:37:48.226.064,0.076460,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
39,接收,1,2026-04-29 08:37:48.235.288,0.009224,1b1,报文帧,数据帧,标准帧,CAN,5,1a 26 11 12 f0
40,接收,1,2026-04-29 08:37:48.237.604,0.002316,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 3c
41,接收,1,2026-04-29 08:37:48.270.016,0.032412,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 03 00 1f 56 1a 00 00
42,接收,1,2026-04-29 08:37:48.270.588,0.000572,18f182a0,报文帧,数据帧,扩展帧,CAN,8,9e 00 40 00 a0 00 82 00
43,接收,1,2026-04-29 08:37:48.271.152,0.000564,18f183a0,报文帧,数据帧,扩展帧,CAN,8,60 09 0d 00 db 06 e4 01
44,接收,1,2026-04-29 08:37:48.271.701,0.000549,18f184a0,报文帧,数据帧,扩展帧,CAN,8,32 00 1d 00 20 00 35 00
45,接收,1,2026-04-29 08:37:48.272.273,0.000572,18f185a0,报文帧,数据帧,扩展帧,CAN,8,14 0c 00 00 20 1c 00 00
46,接收,1,2026-04-29 08:37:48.272.841,0.000568,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 5f 19
47,接收,1,2026-04-29 08:37:48.273.401,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 01 02 01 01 01 02 02
48,接收,1,2026-04-29 08:37:48.273.961,0.000560,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
49,接收,1,2026-04-29 08:37:48.274.529,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 04 18 00
50,接收,1,2026-04-29 08:37:48.275.110,0.000581,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
51,接收,1,2026-04-29 08:37:48.275.690,0.000580,18f196a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
52,接收,1,2026-04-29 08:37:48.276.270,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 03 00 1f 56 1a 00 00
53,接收,1,2026-04-29 08:37:48.276.758,0.000488,182,报文帧,数据帧,标准帧,CAN,8,9e 00 a0 00 40 00 82 00
54,接收,1,2026-04-29 08:37:48.277.238,0.000480,183,报文帧,数据帧,标准帧,CAN,8,00 00 45 00 48 00 5d 00
55,接收,1,2026-04-29 08:37:48.277.723,0.000485,184,报文帧,数据帧,标准帧,CAN,8,18 00 db 06 e4 01 32 00
56,接收,1,2026-04-29 08:37:48.278.199,0.000476,185,报文帧,数据帧,标准帧,CAN,8,02 01 30 00 00 02 5f 19
57,接收,1,2026-04-29 08:37:48.325.601,0.047402,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 3d
58,接收,1,2026-04-29 08:37:48.335.282,0.009681,1b1,报文帧,数据帧,标准帧,CAN,5,1a 26 0d 12 f0
59,接收,1,2026-04-29 08:37:48.348.037,0.012755,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
60,接收,1,2026-04-29 08:37:48.413.599,0.065562,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 3d
61,接收,1,2026-04-29 08:37:48.421.503,0.007904,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
62,接收,1,2026-04-29 08:37:48.435.303,0.013800,1b1,报文帧,数据帧,标准帧,CAN,5,1a 26 1a 12 f0
63,接收,1,2026-04-29 08:37:48.501.597,0.066294,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 3e
64,接收,1,2026-04-29 08:37:48.521.496,0.019899,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
65,接收,1,2026-04-29 08:37:48.535.301,0.013805,1b1,报文帧,数据帧,标准帧,CAN,5,1a 26 26 12 f0
66,接收,1,2026-04-29 08:37:48.589.591,0.054290,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 3e
67,接收,1,2026-04-29 08:37:48.635.320,0.045729,731,报文帧,数据帧,标准帧,CAN,1,05
68,接收,1,2026-04-29 08:37:48.635.552,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,1a 26 37 12 f0
69,接收,1,2026-04-29 08:37:48.667.810,0.032258,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
70,接收,1,2026-04-29 08:37:48.677.589,0.009779,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 3f
71,接收,1,2026-04-29 08:37:48.721.487,0.043898,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
72,接收,1,2026-04-29 08:37:48.735.327,0.013840,1b1,报文帧,数据帧,标准帧,CAN,5,1a 26 3d 12 f0
73,接收,1,2026-04-29 08:37:48.765.586,0.030259,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 3f
74,接收,1,2026-04-29 08:37:48.770.007,0.004421,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 03 00 1f 56 1a 00 00
75,接收,1,2026-04-29 08:37:48.770.579,0.000572,18f182a0,报文帧,数据帧,扩展帧,CAN,8,9e 00 3f 00 a0 00 82 00
76,接收,1,2026-04-29 08:37:48.771.147,0.000568,18f183a0,报文帧,数据帧,扩展帧,CAN,8,60 09 0d 00 e0 06 e4 01
77,接收,1,2026-04-29 08:37:48.771.699,0.000552,18f184a0,报文帧,数据帧,扩展帧,CAN,8,32 00 1d 00 20 00 35 00
78,接收,1,2026-04-29 08:37:48.772.271,0.000572,18f185a0,报文帧,数据帧,扩展帧,CAN,8,15 0c 00 00 20 1c 00 00
79,接收,1,2026-04-29 08:37:48.772.839,0.000568,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 5f 1e
80,接收,1,2026-04-29 08:37:48.773.399,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 01 02 01 01 01 02 02
81,接收,1,2026-04-29 08:37:48.773.960,0.000561,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
82,接收,1,2026-04-29 08:37:48.774.528,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 05 18 00
83,接收,1,2026-04-29 08:37:48.775.104,0.000576,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
84,接收,1,2026-04-29 08:37:48.775.684,0.000580,18f196a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
85,接收,1,2026-04-29 08:37:48.776.264,0.000580,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
86,接收,1,2026-04-29 08:37:48.828.114,0.051850,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
87,接收,1,2026-04-29 08:37:48.835.322,0.007208,1b1,报文帧,数据帧,标准帧,CAN,5,1a 26 39 12 f0
88,接收,1,2026-04-29 08:37:48.853.585,0.018263,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 3f
89,接收,1,2026-04-29 08:37:48.926.021,0.072436,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
90,接收,1,2026-04-29 08:37:48.935.345,0.009324,1b1,报文帧,数据帧,标准帧,CAN,5,1a 26 36 12 f0
91,接收,1,2026-04-29 08:37:48.941.581,0.006236,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 40
92,接收,1,2026-04-29 08:37:49.021.469,0.079888,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
93,接收,1,2026-04-29 08:37:49.029.580,0.008111,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 40
94,接收,1,2026-04-29 08:37:49.035.341,0.005761,1b1,报文帧,数据帧,标准帧,CAN,5,1a 26 2b 12 f0
95,接收,1,2026-04-29 08:37:49.117.575,0.082234,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 41
