序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-04-24 13:27:23.930.058,0.000000,1b1,报文帧,数据帧,标准帧,CAN,5,32 25 c1 11 f0
1,接收,1,2026-04-24 13:27:23.932.494,0.002436,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 52
2,接收,1,2026-04-24 13:27:23.959.625,0.027131,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
3,接收,1,2026-04-24 13:27:24.020.491,0.060866,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 53
4,接收,1,2026-04-24 13:27:24.030.056,0.009565,1b1,报文帧,数据帧,标准帧,CAN,5,32 25 c3 11 f0
5,接收,1,2026-04-24 13:27:24.037.884,0.007828,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
6,接收,1,2026-04-24 13:27:24.108.489,0.070605,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 53
7,接收,1,2026-04-24 13:27:24.130.078,0.021589,1b1,报文帧,数据帧,标准帧,CAN,5,32 25 be 11 f0
8,接收,1,2026-04-24 13:27:24.142.425,0.012347,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
9,接收,1,2026-04-24 13:27:24.196.488,0.054063,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 54
10,接收,1,2026-04-24 13:27:24.230.073,0.033585,731,报文帧,数据帧,标准帧,CAN,1,05
11,接收,1,2026-04-24 13:27:24.230.305,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,32 25 b7 11 f0
12,接收,1,2026-04-24 13:27:24.279.606,0.049301,18d,报文帧,数据帧,标准帧,CAN,8,28 00 00 00 00 00 00 00
13,接收,1,2026-04-24 13:27:24.284.482,0.004876,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 54
14,接收,1,2026-04-24 13:27:24.330.079,0.045597,1b1,报文帧,数据帧,标准帧,CAN,5,32 25 ab 11 f0
15,接收,1,2026-04-24 13:27:24.337.866,0.007787,18d,报文帧,数据帧,标准帧,CAN,8,28 00 00 00 00 00 01 00
16,接收,1,2026-04-24 13:27:24.369.634,0.031768,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 04 00 18 55 19 00 00
17,接收,1,2026-04-24 13:27:24.370.198,0.000564,18f182a0,报文帧,数据帧,扩展帧,CAN,8,a9 00 2b 00 ab 00 80 00
18,接收,1,2026-04-24 13:27:24.370.759,0.000561,18f183a0,报文帧,数据帧,扩展帧,CAN,8,60 09 00 00 dd 03 c0 01
19,接收,1,2026-04-24 13:27:24.371.318,0.000559,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 18 00 10 00 27 00
20,接收,1,2026-04-24 13:27:24.371.886,0.000568,18f185a0,报文帧,数据帧,扩展帧,CAN,8,b6 09 00 00 20 1c 00 00
21,接收,1,2026-04-24 13:27:24.372.451,0.000565,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 5f 19
22,接收,1,2026-04-24 13:27:24.373.011,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
23,接收,1,2026-04-24 13:27:24.373.575,0.000564,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 55
24,接收,1,2026-04-24 13:27:24.374.068,0.000493,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 01
25,接收,1,2026-04-24 13:27:24.374.636,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 07 13 00
26,接收,1,2026-04-24 13:27:24.375.208,0.000572,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
27,接收,1,2026-04-24 13:27:24.375.788,0.000580,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
28,接收,1,2026-04-24 13:27:24.430.105,0.054317,1b1,报文帧,数据帧,标准帧,CAN,5,32 25 aa 11 f0
29,接收,1,2026-04-24 13:27:24.439.596,0.009491,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
30,接收,1,2026-04-24 13:27:24.460.480,0.020884,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 55
31,接收,1,2026-04-24 13:27:24.530.101,0.069621,1b1,报文帧,数据帧,标准帧,CAN,5,32 25 b5 11 f0
32,接收,1,2026-04-24 13:27:24.542.404,0.012303,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
33,接收,1,2026-04-24 13:27:24.548.476,0.006072,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 56
34,接收,1,2026-04-24 13:27:24.630.117,0.081641,1b1,报文帧,数据帧,标准帧,CAN,5,32 25 c3 11 f0
35,接收,1,2026-04-24 13:27:24.636.473,0.006356,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 56
36,接收,1,2026-04-24 13:27:24.637.849,0.001376,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
37,接收,1,2026-04-24 13:27:24.724.471,0.086622,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 56
38,接收,1,2026-04-24 13:27:24.730.119,0.005648,731,报文帧,数据帧,标准帧,CAN,1,05
39,接收,1,2026-04-24 13:27:24.730.351,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,32 25 c8 11 f0
40,接收,1,2026-04-24 13:27:24.759.578,0.029227,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
41,接收,1,2026-04-24 13:27:24.812.468,0.052890,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 57
42,接收,1,2026-04-24 13:27:24.830.121,0.017653,1b1,报文帧,数据帧,标准帧,CAN,5,32 25 b8 11 f0
43,接收,1,2026-04-24 13:27:24.837.840,0.007719,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
44,接收,1,2026-04-24 13:27:24.869.624,0.031784,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 04 00 18 55 19 00 00
45,接收,1,2026-04-24 13:27:24.870.189,0.000565,18f182a0,报文帧,数据帧,扩展帧,CAN,8,a9 00 33 00 ab 00 80 00
46,接收,1,2026-04-24 13:27:24.870.757,0.000568,18f183a0,报文帧,数据帧,扩展帧,CAN,8,60 09 00 00 20 04 c4 01
47,接收,1,2026-04-24 13:27:24.871.321,0.000564,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 18 00 10 00 27 00
48,接收,1,2026-04-24 13:27:24.871.889,0.000568,18f185a0,报文帧,数据帧,扩展帧,CAN,8,b6 09 00 00 20 1c 00 00
49,接收,1,2026-04-24 13:27:24.872.454,0.000565,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 5f 19
50,接收,1,2026-04-24 13:27:24.873.014,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
51,接收,1,2026-04-24 13:27:24.873.579,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 01
52,接收,1,2026-04-24 13:27:24.874.147,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 08 13 00
53,接收,1,2026-04-24 13:27:24.874.723,0.000576,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
54,接收,1,2026-04-24 13:27:24.875.303,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 04 00 18 55 19 00 00
55,接收,1,2026-04-24 13:27:24.875.783,0.000480,182,报文帧,数据帧,标准帧,CAN,8,a9 00 ab 00 33 00 80 00
56,接收,1,2026-04-24 13:27:24.876.260,0.000477,183,报文帧,数据帧,标准帧,CAN,8,00 00 40 00 38 00 4f 00
57,接收,1,2026-04-24 13:27:24.876.756,0.000496,184,报文帧,数据帧,标准帧,CAN,8,18 00 20 04 c4 01 00 00
58,接收,1,2026-04-24 13:27:24.877.248,0.000492,185,报文帧,数据帧,标准帧,CAN,8,02 01 00 00 00 02 5f 19
59,接收,1,2026-04-24 13:27:24.877.736,0.000488,186,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 02 00 00 00
60,接收,1,2026-04-24 13:27:24.900.467,0.022731,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 57
61,接收,1,2026-04-24 13:27:24.930.120,0.029653,1b1,报文帧,数据帧,标准帧,CAN,5,32 25 a3 11 f0
62,接收,1,2026-04-24 13:27:24.937.831,0.007711,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
63,接收,1,2026-04-24 13:27:24.988.466,0.050635,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 58
64,接收,1,2026-04-24 13:27:25.030.139,0.041673,1b1,报文帧,数据帧,标准帧,CAN,5,32 25 83 11 f0
65,接收,1,2026-04-24 13:27:25.076.461,0.046322,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 58
66,接收,1,2026-04-24 13:27:25.079.562,0.003101,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
67,接收,1,2026-04-24 13:27:25.130.139,0.050577,1b1,报文帧,数据帧,标准帧,CAN,5,32 25 7c 11 f0
68,接收,1,2026-04-24 13:27:25.137.822,0.007683,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
69,接收,1,2026-04-24 13:27:25.164.458,0.026636,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 59
70,接收,1,2026-04-24 13:27:25.230.159,0.065701,731,报文帧,数据帧,标准帧,CAN,1,05
71,接收,1,2026-04-24 13:27:25.230.391,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,32 25 7d 11 f0
72,接收,1,2026-04-24 13:27:25.239.550,0.009159,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
73,接收,1,2026-04-24 13:27:25.252.458,0.012908,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 59
74,接收,1,2026-04-24 13:27:25.330.168,0.077710,1b1,报文帧,数据帧,标准帧,CAN,5,32 25 8b 11 f0
75,接收,1,2026-04-24 13:27:25.340.455,0.010287,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 59
76,接收,1,2026-04-24 13:27:25.342.356,0.001901,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
77,接收,1,2026-04-24 13:27:25.369.620,0.027264,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 04 00 18 54 1a 00 00
78,接收,1,2026-04-24 13:27:25.370.188,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,a8 00 2d 00 ab 00 81 00
