序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-04-24 13:03:23.500.483,0.000000,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 00 00 f0
1,接收,1,2026-04-24 13:03:23.500.888,0.000405,731,报文帧,数据帧,标准帧,CAN,1,05
2,接收,1,2026-04-24 13:03:23.501.152,0.000264,731,报文帧,数据帧,标准帧,CAN,1,00
3,接收,1,2026-04-24 13:03:23.533.949,0.032797,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 ab 13 f0
4,接收,1,2026-04-24 13:03:23.633.947,0.099998,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 b7 13 f0
5,接收,1,2026-04-24 13:03:23.693.216,0.059269,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
6,接收,1,2026-04-24 13:03:23.733.969,0.040753,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 b7 13 f0
7,接收,1,2026-04-24 13:03:23.793.209,0.059240,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
8,接收,1,2026-04-24 13:03:23.833.966,0.040757,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 b9 13 f0
9,接收,1,2026-04-24 13:03:23.893.202,0.059236,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
10,接收,1,2026-04-24 13:03:23.933.987,0.040785,731,报文帧,数据帧,标准帧,CAN,1,05
11,接收,1,2026-04-24 13:03:23.934.251,0.000264,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 b9 13 f0
12,接收,1,2026-04-24 13:03:23.988.648,0.054397,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
13,接收,1,2026-04-24 13:03:24.033.993,0.045345,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 b9 13 f0
14,接收,1,2026-04-24 13:03:24.093.193,0.059200,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
