序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-04-24 15:18:32.191.307,0.000000,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 1d
1,接收,1,2026-04-24 15:18:32.195.784,0.004477,1b1,报文帧,数据帧,标准帧,CAN,5,4c 27 26 12 f0
2,接收,1,2026-04-24 15:18:32.239.705,0.043921,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
3,接收,1,2026-04-24 15:18:32.271.719,0.032014,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
4,接收,1,2026-04-24 15:18:32.279.303,0.007584,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 1e
5,接收,1,2026-04-24 15:18:32.295.784,0.016481,1b1,报文帧,数据帧,标准帧,CAN,5,4c 27 24 12 f0
6,接收,1,2026-04-24 15:18:32.367.301,0.071517,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 1e
7,接收,1,2026-04-24 15:18:32.371.714,0.004413,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
8,接收,1,2026-04-24 15:18:32.395.782,0.024068,1b1,报文帧,数据帧,标准帧,CAN,5,4c 27 24 12 f0
9,接收,1,2026-04-24 15:18:32.442.006,0.046224,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 29 56 19 00 00
10,接收,1,2026-04-24 15:18:32.442.570,0.000564,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 a0 00 80 00
11,接收,1,2026-04-24 15:18:32.443.146,0.000576,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 20 03 64 01
12,接收,1,2026-04-24 15:18:32.443.710,0.000564,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 22 00 1f 00 30 00
13,接收,1,2026-04-24 15:18:32.444.282,0.000572,18f185a0,报文帧,数据帧,扩展帧,CAN,8,21 0a 00 00 20 1c 00 00
14,接收,1,2026-04-24 15:18:32.444.850,0.000568,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 02 01 01 01 00 5f 19
15,接收,1,2026-04-24 15:18:32.445.411,0.000561,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
16,接收,1,2026-04-24 15:18:32.445.975,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
17,接收,1,2026-04-24 15:18:32.446.543,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 03 16 00
18,接收,1,2026-04-24 15:18:32.447.111,0.000568,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
19,接收,1,2026-04-24 15:18:32.447.691,0.000580,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
20,接收,1,2026-04-24 15:18:32.455.299,0.007608,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 1f
21,接收,1,2026-04-24 15:18:32.467.159,0.011860,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
22,接收,1,2026-04-24 15:18:32.495.803,0.028644,731,报文帧,数据帧,标准帧,CAN,1,05
23,接收,1,2026-04-24 15:18:32.496.035,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,4c 27 26 12 f0
24,接收,1,2026-04-24 15:18:32.543.294,0.047259,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 1f
25,接收,1,2026-04-24 15:18:32.595.807,0.052513,1b1,报文帧,数据帧,标准帧,CAN,5,4c 27 24 12 f0
26,接收,1,2026-04-24 15:18:32.631.294,0.035487,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 20
27,接收,1,2026-04-24 15:18:32.635.202,0.003908,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
28,接收,1,2026-04-24 15:18:32.667.148,0.031946,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
29,接收,1,2026-04-24 15:18:32.695.801,0.028653,1b1,报文帧,数据帧,标准帧,CAN,5,4c 27 24 12 f0
30,接收,1,2026-04-24 15:18:32.719.292,0.023491,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 20
31,接收,1,2026-04-24 15:18:32.771.689,0.052397,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
32,接收,1,2026-04-24 15:18:32.795.826,0.024137,1b1,报文帧,数据帧,标准帧,CAN,5,4c 27 24 12 f0
