序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-04-24 13:01:36.518.420,0.000000,731,报文帧,数据帧,标准帧,CAN,1,05
1,发送,1,2026-04-24 13:01:36.518.869,0.000449,0,错误帧,数据帧,标准帧,CAN,0,
2,发送,1,2026-04-24 13:01:36.518.873,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
3,发送,1,2026-04-24 13:01:36.518.877,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
4,发送,1,2026-04-24 13:01:36.518.881,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
5,发送,1,2026-04-24 13:01:36.518.885,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
6,发送,1,2026-04-24 13:01:36.518.889,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
7,发送,1,2026-04-24 13:01:36.518.893,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
8,发送,1,2026-04-24 13:01:36.518.897,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
9,发送,1,2026-04-24 13:01:36.518.902,0.000005,0,错误帧,数据帧,标准帧,CAN,0,
10,发送,1,2026-04-24 13:01:36.518.905,0.000003,0,错误帧,数据帧,标准帧,CAN,0,
11,发送,1,2026-04-24 13:01:36.518.909,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
12,发送,1,2026-04-24 13:01:36.518.913,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
13,发送,1,2026-04-24 13:01:36.518.917,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
14,发送,1,2026-04-24 13:01:36.518.921,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
15,发送,1,2026-04-24 13:01:36.518.925,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
16,发送,1,2026-04-24 13:01:36.518.929,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
17,发送,1,2026-04-24 13:01:36.518.933,0.000004,0,错误帧,数据帧,标准帧,CAN,0,
18,接收,1,2026-04-24 13:01:36.518.973,0.000040,731,错误帧,数据帧,标准帧,CAN,0,
19,接收,1,2026-04-24 13:01:36.519.261,0.000288,731,报文帧,数据帧,标准帧,CAN,1,00
20,接收,1,2026-04-24 13:01:36.541.510,0.022249,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 aa 13 f0
21,接收,1,2026-04-24 13:01:36.641.532,0.100022,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 b6 13 f0
22,接收,1,2026-04-24 13:01:36.712.680,0.071148,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
23,接收,1,2026-04-24 13:01:36.741.529,0.028849,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 b7 13 f0
24,接收,1,2026-04-24 13:01:36.812.677,0.071148,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
25,接收,1,2026-04-24 13:01:36.841.549,0.028872,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 b7 13 f0
26,接收,1,2026-04-24 13:01:36.912.669,0.071120,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
27,接收,1,2026-04-24 13:01:36.941.550,0.028881,731,报文帧,数据帧,标准帧,CAN,1,05
28,接收,1,2026-04-24 13:01:36.941.813,0.000263,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 b9 13 f0
29,接收,1,2026-04-24 13:01:37.008.118,0.066305,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
30,接收,1,2026-04-24 13:01:37.041.555,0.033437,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 b9 13 f0
31,接收,1,2026-04-24 13:01:37.112.659,0.071104,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
32,接收,1,2026-04-24 13:01:37.141.571,0.028912,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 b9 13 f0
33,接收,1,2026-04-24 13:01:37.208.104,0.066533,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
34,接收,1,2026-04-24 13:01:37.241.572,0.033468,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 b9 13 f0
35,接收,1,2026-04-24 13:01:37.308.101,0.066529,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
36,接收,1,2026-04-24 13:01:37.341.593,0.033492,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 b9 13 f0
37,接收,1,2026-04-24 13:01:37.408.094,0.066501,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
38,接收,1,2026-04-24 13:01:37.441.590,0.033496,731,报文帧,数据帧,标准帧,CAN,1,05
39,接收,1,2026-04-24 13:01:37.441.855,0.000265,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 b9 13 f0
40,接收,1,2026-04-24 13:01:37.512.639,0.070784,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
41,接收,1,2026-04-24 13:01:37.541.595,0.028956,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 b9 13 f0
42,接收,1,2026-04-24 13:01:37.612.631,0.071036,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
43,接收,1,2026-04-24 13:01:37.616.970,0.004339,0,错误帧,数据帧,标准帧,CAN,0,
44,接收,1,2026-04-24 13:01:37.641.618,0.024648,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 b9 13 f0
45,接收,1,2026-04-24 13:01:37.705.016,0.063398,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 00
