序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-04-24 15:21:32.228.747,0.000000,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1,接收,1,2026-04-24 15:21:32.233.610,0.004863,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 75
2,接收,1,2026-04-24 15:21:32.239.007,0.005397,1b1,报文帧,数据帧,标准帧,CAN,5,4c 27 40 12 f0
3,接收,1,2026-04-24 15:21:32.260.762,0.021755,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
4,接收,1,2026-04-24 15:21:32.321.608,0.060846,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 76
5,接收,1,2026-04-24 15:21:32.339.005,0.017397,1b1,报文帧,数据帧,标准帧,CAN,5,4c 27 40 12 f0
6,接收,1,2026-04-24 15:21:32.360.756,0.021751,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
7,接收,1,2026-04-24 15:21:32.409.606,0.048850,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 76
8,接收,1,2026-04-24 15:21:32.439.007,0.029401,1b1,报文帧,数据帧,标准帧,CAN,5,4c 27 46 12 f0
9,接收,1,2026-04-24 15:21:32.439.363,0.000356,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 29 56 19 00 00
10,接收,1,2026-04-24 15:21:32.439.927,0.000564,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 97 00 80 00
11,接收,1,2026-04-24 15:21:32.440.496,0.000569,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 20 03 68 01
12,接收,1,2026-04-24 15:21:32.441.064,0.000568,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 22 00 1f 00 2f 00
13,接收,1,2026-04-24 15:21:32.441.632,0.000568,18f185a0,报文帧,数据帧,扩展帧,CAN,8,21 0a 00 00 20 1c 00 00
14,接收,1,2026-04-24 15:21:32.442.201,0.000569,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 02 01 01 01 00 5f 19
15,接收,1,2026-04-24 15:21:32.442.760,0.000559,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
16,接收,1,2026-04-24 15:21:32.443.324,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
17,接收,1,2026-04-24 15:21:32.443.893,0.000569,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 01 15 00
18,接收,1,2026-04-24 15:21:32.444.473,0.000580,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
19,接收,1,2026-04-24 15:21:32.445.054,0.000581,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
20,接收,1,2026-04-24 15:21:32.456.201,0.011147,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
21,接收,1,2026-04-24 15:21:32.497.603,0.041402,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 77
22,接收,1,2026-04-24 15:21:32.539.033,0.041430,731,报文帧,数据帧,标准帧,CAN,1,05
23,接收,1,2026-04-24 15:21:32.539.264,0.000231,1b1,报文帧,数据帧,标准帧,CAN,5,4c 27 46 12 f0
24,接收,1,2026-04-24 15:21:32.585.599,0.046335,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 77
25,接收,1,2026-04-24 15:21:32.624.245,0.038646,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
26,接收,1,2026-04-24 15:21:32.639.033,0.014788,1b1,报文帧,数据帧,标准帧,CAN,5,4c 27 42 12 f0
27,接收,1,2026-04-24 15:21:32.656.188,0.017155,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
28,接收,1,2026-04-24 15:21:32.673.596,0.017408,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 77
