序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-04-24 15:06:32.106.680,0.000000,1b1,报文帧,数据帧,标准帧,CAN,5,52 26 18 12 f0
1,接收,1,2026-04-24 15:06:32.108.776,0.002096,2,报文帧,数据帧,标准帧,CAN,8,06 01 00 00 00 00 80 53
2,接收,1,2026-04-24 15:06:32.110.189,0.001413,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
3,接收,1,2026-04-24 15:06:32.196.774,0.086585,2,报文帧,数据帧,标准帧,CAN,8,06 01 00 00 00 00 80 53
4,接收,1,2026-04-24 15:06:32.206.699,0.009925,1b1,报文帧,数据帧,标准帧,CAN,5,52 26 1c 12 f0
5,接收,1,2026-04-24 15:06:32.282.711,0.076012,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
6,接收,1,2026-04-24 15:06:32.284.771,0.002060,2,报文帧,数据帧,标准帧,CAN,8,06 01 00 00 00 00 80 54
7,接收,1,2026-04-24 15:06:32.306.696,0.021925,731,报文帧,数据帧,标准帧,CAN,1,05
8,接收,1,2026-04-24 15:06:32.306.928,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,52 26 12 12 f0
9,接收,1,2026-04-24 15:06:32.310.176,0.003248,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
10,接收,1,2026-04-24 15:06:32.372.770,0.062594,2,报文帧,数据帧,标准帧,CAN,8,06 01 00 00 00 00 80 54
11,接收,1,2026-04-24 15:06:32.406.699,0.033929,1b1,报文帧,数据帧,标准帧,CAN,5,52 26 00 12 f0
12,接收,1,2026-04-24 15:06:32.410.171,0.003472,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
13,接收,1,2026-04-24 15:06:32.441.670,0.031499,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 04 00 21 55 18 00 00
14,接收,1,2026-04-24 15:06:32.442.242,0.000572,18f182a0,报文帧,数据帧,扩展帧,CAN,8,62 00 1a 00 7a 00 73 00
15,接收,1,2026-04-24 15:06:32.442.810,0.000568,18f183a0,报文帧,数据帧,扩展帧,CAN,8,60 09 00 00 1f 03 78 01
16,接收,1,2026-04-24 15:06:32.443.374,0.000564,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 21 00 1a 00 30 00
17,接收,1,2026-04-24 15:06:32.443.943,0.000569,18f185a0,报文帧,数据帧,扩展帧,CAN,8,20 0a 00 00 20 1c 00 00
18,接收,1,2026-04-24 15:06:32.444.507,0.000564,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 02 01 01 01 00 5f 19
19,接收,1,2026-04-24 15:06:32.445.067,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
20,接收,1,2026-04-24 15:06:32.445.631,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 01
21,接收,1,2026-04-24 15:06:32.446.199,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 05 17 00
22,接收,1,2026-04-24 15:06:32.446.768,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
23,接收,1,2026-04-24 15:06:32.447.348,0.000580,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
24,接收,1,2026-04-24 15:06:32.460.768,0.013420,2,报文帧,数据帧,标准帧,CAN,8,06 01 00 00 00 00 80 55
25,接收,1,2026-04-24 15:06:32.506.725,0.045957,1b1,报文帧,数据帧,标准帧,CAN,5,52 26 00 12 f0
26,接收,1,2026-04-24 15:06:32.510.165,0.003440,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
27,接收,1,2026-04-24 15:06:32.548.764,0.038599,2,报文帧,数据帧,标准帧,CAN,8,06 01 00 00 00 00 80 55
28,接收,1,2026-04-24 15:06:32.606.721,0.057957,1b1,报文帧,数据帧,标准帧,CAN,5,52 26 02 12 f0
29,接收,1,2026-04-24 15:06:32.636.761,0.030040,2,报文帧,数据帧,标准帧,CAN,8,06 01 00 00 00 00 80 56
30,接收,1,2026-04-24 15:06:32.678.206,0.041445,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
31,接收,1,2026-04-24 15:06:32.706.739,0.028533,1b1,报文帧,数据帧,标准帧,CAN,5,52 26 05 12 f0
32,接收,1,2026-04-24 15:06:32.710.155,0.003416,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
33,接收,1,2026-04-24 15:06:32.724.758,0.014603,2,报文帧,数据帧,标准帧,CAN,8,06 01 00 00 00 00 80 56
34,接收,1,2026-04-24 15:06:32.806.740,0.081982,731,报文帧,数据帧,标准帧,CAN,1,05
35,接收,1,2026-04-24 15:06:32.806.972,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,52 26 0e 12 f0
36,接收,1,2026-04-24 15:06:32.810.148,0.003176,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
37,接收,1,2026-04-24 15:06:32.812.756,0.002608,2,报文帧,数据帧,标准帧,CAN,8,06 01 00 00 00 00 80 56
38,接收,1,2026-04-24 15:06:32.900.753,0.087997,2,报文帧,数据帧,标准帧,CAN,8,06 01 00 00 00 00 80 57
39,接收,1,2026-04-24 15:06:32.906.742,0.005989,1b1,报文帧,数据帧,标准帧,CAN,5,52 26 19 12 f0
40,接收,1,2026-04-24 15:06:32.914.689,0.007947,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
41,接收,1,2026-04-24 15:06:32.941.665,0.026976,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 04 00 21 56 19 00 00
42,接收,1,2026-04-24 15:06:32.942.230,0.000565,18f182a0,报文帧,数据帧,扩展帧,CAN,8,63 00 1b 00 77 00 72 00
43,接收,1,2026-04-24 15:06:32.942.782,0.000552,18f183a0,报文帧,数据帧,扩展帧,CAN,8,60 09 00 00 1e 03 78 01
44,接收,1,2026-04-24 15:06:32.943.342,0.000560,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 21 00 1a 00 30 00
45,接收,1,2026-04-24 15:06:32.943.911,0.000569,18f185a0,报文帧,数据帧,扩展帧,CAN,8,20 0a 00 00 20 1c 00 00
46,接收,1,2026-04-24 15:06:32.944.475,0.000564,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 02 01 01 01 00 5f 19
47,接收,1,2026-04-24 15:06:32.945.035,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
48,接收,1,2026-04-24 15:06:32.945.599,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 01
49,接收,1,2026-04-24 15:06:32.946.168,0.000569,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 05 17 00
50,接收,1,2026-04-24 15:06:32.946.737,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
51,接收,1,2026-04-24 15:06:32.947.317,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 04 00 21 56 19 00 00
52,接收,1,2026-04-24 15:06:32.947.797,0.000480,182,报文帧,数据帧,标准帧,CAN,8,63 00 77 00 1b 00 72 00
53,接收,1,2026-04-24 15:06:32.948.269,0.000472,183,报文帧,数据帧,标准帧,CAN,8,00 00 49 00 42 00 58 00
54,接收,1,2026-04-24 15:06:32.948.753,0.000484,184,报文帧,数据帧,标准帧,CAN,8,18 00 1e 03 78 01 00 00
55,接收,1,2026-04-24 15:06:32.949.242,0.000489,185,报文帧,数据帧,标准帧,CAN,8,02 02 00 00 00 02 5f 19
56,接收,1,2026-04-24 15:06:32.949.726,0.000484,186,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 02 00 00 00
57,接收,1,2026-04-24 15:06:32.988.752,0.039026,2,报文帧,数据帧,标准帧,CAN,8,06 01 00 00 00 00 80 57
58,接收,1,2026-04-24 15:06:33.006.741,0.017989,1b1,报文帧,数据帧,标准帧,CAN,5,52 26 1d 12 f0
59,接收,1,2026-04-24 15:06:33.076.751,0.070010,2,报文帧,数据帧,标准帧,CAN,8,06 01 00 00 00 00 80 58
60,接收,1,2026-04-24 15:06:33.078.184,0.001433,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
61,接收,1,2026-04-24 15:06:33.106.760,0.028576,1b1,报文帧,数据帧,标准帧,CAN,5,52 26 1c 12 f0
62,接收,1,2026-04-24 15:06:33.114.680,0.007920,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
63,接收,1,2026-04-24 15:06:33.164.746,0.050066,2,报文帧,数据帧,标准帧,CAN,8,06 01 00 00 00 00 80 58
64,接收,1,2026-04-24 15:06:33.206.760,0.042014,1b1,报文帧,数据帧,标准帧,CAN,5,52 26 17 12 f0
65,接收,1,2026-04-24 15:06:33.214.671,0.007911,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
66,接收,1,2026-04-24 15:06:33.252.746,0.038075,2,报文帧,数据帧,标准帧,CAN,8,06 01 00 00 00 00 80 59
67,接收,1,2026-04-24 15:06:33.306.779,0.054033,731,报文帧,数据帧,标准帧,CAN,1,05
68,接收,1,2026-04-24 15:06:33.307.011,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,52 26 09 12 f0
69,接收,1,2026-04-24 15:06:33.310.119,0.003108,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
70,接收,1,2026-04-24 15:06:33.340.742,0.030623,2,报文帧,数据帧,标准帧,CAN,8,06 01 00 00 00 00 80 59
71,接收,1,2026-04-24 15:06:33.406.784,0.066042,1b1,报文帧,数据帧,标准帧,CAN,5,52 26 0a 12 f0
72,接收,1,2026-04-24 15:06:33.428.739,0.021955,2,报文帧,数据帧,标准帧,CAN,8,06 01 00 00 00 00 80 59
73,接收,1,2026-04-24 15:06:33.441.660,0.012921,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 04 00 21 55 19 00 00
74,接收,1,2026-04-24 15:06:33.442.224,0.000564,18f182a0,报文帧,数据帧,扩展帧,CAN,8,65 00 1a 00 76 00 72 00
