序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-04-24 15:12:32.106.419,0.000000,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 38
1,接收,1,2026-04-24 15:12:32.116.099,0.009680,1b1,报文帧,数据帧,标准帧,CAN,5,44 27 32 12 f0
2,接收,1,2026-04-24 15:12:32.194.413,0.078314,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 38
3,接收,1,2026-04-24 15:12:32.216.086,0.021673,1b1,报文帧,数据帧,标准帧,CAN,5,44 27 34 12 f0
4,接收,1,2026-04-24 15:12:32.261.455,0.045369,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
5,接收,1,2026-04-24 15:12:32.282.414,0.020959,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 39
6,接收,1,2026-04-24 15:12:32.293.469,0.011055,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
7,接收,1,2026-04-24 15:12:32.316.106,0.022637,1b1,报文帧,数据帧,标准帧,CAN,5,44 27 34 12 f0
8,接收,1,2026-04-24 15:12:32.370.408,0.054302,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 39
9,接收,1,2026-04-24 15:12:32.393.463,0.023055,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
10,接收,1,2026-04-24 15:12:32.416.103,0.022640,731,报文帧,数据帧,标准帧,CAN,1,05
11,接收,1,2026-04-24 15:12:32.416.335,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,44 27 34 12 f0
12,接收,1,2026-04-24 15:12:32.447.139,0.030804,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 29 56 19 00 00
13,接收,1,2026-04-24 15:12:32.447.704,0.000565,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 9b 00 81 00
14,接收,1,2026-04-24 15:12:32.448.272,0.000568,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 1e 03 54 01
15,接收,1,2026-04-24 15:12:32.448.828,0.000556,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 22 00 1f 00 33 00
16,接收,1,2026-04-24 15:12:32.449.400,0.000572,18f185a0,报文帧,数据帧,扩展帧,CAN,8,21 0a 00 00 20 1c 00 00
17,接收,1,2026-04-24 15:12:32.449.969,0.000569,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 02 01 01 01 00 5f 19
18,接收,1,2026-04-24 15:12:32.450.529,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
19,接收,1,2026-04-24 15:12:32.451.093,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
20,接收,1,2026-04-24 15:12:32.451.661,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 02 17 00
21,接收,1,2026-04-24 15:12:32.452.230,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
22,接收,1,2026-04-24 15:12:32.452.810,0.000580,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
23,接收,1,2026-04-24 15:12:32.458.406,0.005596,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 3a
24,接收,1,2026-04-24 15:12:32.488.908,0.030502,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
25,接收,1,2026-04-24 15:12:32.516.133,0.027225,1b1,报文帧,数据帧,标准帧,CAN,5,44 27 34 12 f0
26,接收,1,2026-04-24 15:12:32.546.404,0.030271,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 3a
27,接收,1,2026-04-24 15:12:32.616.129,0.069725,1b1,报文帧,数据帧,标准帧,CAN,5,44 27 34 12 f0
28,接收,1,2026-04-24 15:12:32.634.400,0.018271,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 3b
29,接收,1,2026-04-24 15:12:32.656.951,0.022551,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
30,接收,1,2026-04-24 15:12:32.688.897,0.031946,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
31,接收,1,2026-04-24 15:12:32.716.125,0.027228,1b1,报文帧,数据帧,标准帧,CAN,5,44 27 34 12 f0
32,接收,1,2026-04-24 15:12:32.722.397,0.006272,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 3b
33,接收,1,2026-04-24 15:12:32.788.890,0.066493,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
34,接收,1,2026-04-24 15:12:32.810.397,0.021507,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 3b
35,接收,1,2026-04-24 15:12:32.816.150,0.005753,1b1,报文帧,数据帧,标准帧,CAN,5,44 27 34 12 f0
36,接收,1,2026-04-24 15:12:32.888.885,0.072735,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
37,接收,1,2026-04-24 15:12:32.898.393,0.009508,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 3c
38,接收,1,2026-04-24 15:12:32.916.169,0.017776,731,报文帧,数据帧,标准帧,CAN,1,05
39,接收,1,2026-04-24 15:12:32.916.401,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,44 27 36 12 f0
40,接收,1,2026-04-24 15:12:32.947.133,0.030732,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 29 56 19 00 00
41,接收,1,2026-04-24 15:12:32.947.697,0.000564,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 9b 00 81 00
42,接收,1,2026-04-24 15:12:32.948.266,0.000569,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 22 03 54 01
43,接收,1,2026-04-24 15:12:32.948.822,0.000556,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 22 00 1f 00 33 00
44,接收,1,2026-04-24 15:12:32.949.394,0.000572,18f185a0,报文帧,数据帧,扩展帧,CAN,8,21 0a 00 00 20 1c 00 00
45,接收,1,2026-04-24 15:12:32.949.962,0.000568,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 02 01 01 01 00 5f 19
