序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-04-24 13:06:23.679.991,0.000000,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
1,接收,1,2026-04-24 13:06:23.693.927,0.013936,1b1,报文帧,数据帧,标准帧,CAN,5,72 24 bf 11 f0
2,接收,1,2026-04-24 13:06:23.699.458,0.005531,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 53
3,接收,1,2026-04-24 13:06:23.782.794,0.083336,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
4,接收,1,2026-04-24 13:06:23.787.458,0.004664,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 53
5,接收,1,2026-04-24 13:06:23.793.927,0.006469,1b1,报文帧,数据帧,标准帧,CAN,5,72 24 bc 11 f0
6,接收,1,2026-04-24 13:06:23.875.452,0.081525,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 54
7,接收,1,2026-04-24 13:06:23.882.788,0.007336,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
8,接收,1,2026-04-24 13:06:23.893.944,0.011156,1b1,报文帧,数据帧,标准帧,CAN,5,72 24 ba 11 f0
9,接收,1,2026-04-24 13:06:23.963.450,0.069506,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 54
10,接收,1,2026-04-24 13:06:23.993.947,0.030497,731,报文帧,数据帧,标准帧,CAN,1,05
11,接收,1,2026-04-24 13:06:23.994.179,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,72 24 bc 11 f0
12,接收,1,2026-04-24 13:06:23.999.971,0.005792,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
13,接收,1,2026-04-24 13:06:24.051.449,0.051478,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 55
14,接收,1,2026-04-24 13:06:24.078.228,0.026779,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
15,接收,1,2026-04-24 13:06:24.093.948,0.015720,1b1,报文帧,数据帧,标准帧,CAN,5,72 24 c3 11 f0
16,接收,1,2026-04-24 13:06:24.120.080,0.026132,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 04 00 12 55 19 00 00
17,接收,1,2026-04-24 13:06:24.120.649,0.000569,18f182a0,报文帧,数据帧,扩展帧,CAN,8,ab 00 27 00 ad 00 82 00
18,接收,1,2026-04-24 13:06:24.121.217,0.000568,18f183a0,报文帧,数据帧,扩展帧,CAN,8,60 09 00 00 92 03 bc 01
19,接收,1,2026-04-24 13:06:24.121.772,0.000555,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 0f 00 0f 00 1a 00
20,接收,1,2026-04-24 13:06:24.122.340,0.000568,18f185a0,报文帧,数据帧,扩展帧,CAN,8,b4 09 00 00 20 1c 00 00
21,接收,1,2026-04-24 13:06:24.122.901,0.000561,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 5f 19
22,接收,1,2026-04-24 13:06:24.123.461,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
23,接收,1,2026-04-24 13:06:24.124.026,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 01
24,接收,1,2026-04-24 13:06:24.124.594,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 10 00
25,接收,1,2026-04-24 13:06:24.125.170,0.000576,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
26,接收,1,2026-04-24 13:06:24.125.750,0.000580,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
27,接收,1,2026-04-24 13:06:24.139.445,0.013695,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 55
28,接收,1,2026-04-24 13:06:24.178.224,0.038779,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
29,接收,1,2026-04-24 13:06:24.193.968,0.015744,1b1,报文帧,数据帧,标准帧,CAN,5,72 24 ca 11 f0
30,接收,1,2026-04-24 13:06:24.227.443,0.033475,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 56
31,接收,1,2026-04-24 13:06:24.293.968,0.066525,1b1,报文帧,数据帧,标准帧,CAN,5,72 24 ca 11 f0
32,接收,1,2026-04-24 13:06:24.315.440,0.021472,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 56
33,接收,1,2026-04-24 13:06:24.319.952,0.004512,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
34,接收,1,2026-04-24 13:06:24.378.212,0.058260,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
35,接收,1,2026-04-24 13:06:24.393.989,0.015777,1b1,报文帧,数据帧,标准帧,CAN,5,72 24 c3 11 f0
36,接收,1,2026-04-24 13:06:24.403.441,0.009452,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 56
37,接收,1,2026-04-24 13:06:24.479.941,0.076500,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
38,接收,1,2026-04-24 13:06:24.491.436,0.011495,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 57
39,接收,1,2026-04-24 13:06:24.493.984,0.002548,731,报文帧,数据帧,标准帧,CAN,1,05
40,接收,1,2026-04-24 13:06:24.494.216,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,72 24 bc 11 f0
41,接收,1,2026-04-24 13:06:24.578.199,0.083983,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
42,接收,1,2026-04-24 13:06:24.579.436,0.001237,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 57
43,接收,1,2026-04-24 13:06:24.593.988,0.014552,1b1,报文帧,数据帧,标准帧,CAN,5,72 24 bb 11 f0
44,接收,1,2026-04-24 13:06:24.620.072,0.026084,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 04 00 12 55 19 00 00
45,接收,1,2026-04-24 13:06:24.620.641,0.000569,18f182a0,报文帧,数据帧,扩展帧,CAN,8,aa 00 27 00 ad 00 82 00
46,接收,1,2026-04-24 13:06:24.621.197,0.000556,18f183a0,报文帧,数据帧,扩展帧,CAN,8,60 09 00 00 7f 03 b8 01
47,接收,1,2026-04-24 13:06:24.621.761,0.000564,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 0f 00 0f 00 1a 00
48,接收,1,2026-04-24 13:06:24.622.330,0.000569,18f185a0,报文帧,数据帧,扩展帧,CAN,8,b4 09 00 00 20 1c 00 00
49,接收,1,2026-04-24 13:06:24.622.890,0.000560,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 5f 19
