序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-04-24 15:09:32.104.203,0.000000,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1,接收,1,2026-04-24 15:09:32.151.730,0.047527,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 ab
2,接收,1,2026-04-24 15:09:32.161.543,0.009813,1b1,报文帧,数据帧,标准帧,CAN,5,80 26 29 12 f0
3,接收,1,2026-04-24 15:09:32.239.728,0.078185,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 ab
4,接收,1,2026-04-24 15:09:32.261.537,0.021809,1b1,报文帧,数据帧,标准帧,CAN,5,80 26 1f 12 f0
5,接收,1,2026-04-24 15:09:32.267.696,0.006159,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
6,接收,1,2026-04-24 15:09:32.304.190,0.036494,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
7,接收,1,2026-04-24 15:09:32.327.725,0.023535,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 ac
8,接收,1,2026-04-24 15:09:32.361.539,0.033814,731,报文帧,数据帧,标准帧,CAN,1,05
9,接收,1,2026-04-24 15:09:32.361.771,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,80 26 1f 12 f0
10,接收,1,2026-04-24 15:09:32.404.184,0.042413,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
11,接收,1,2026-04-24 15:09:32.415.724,0.011540,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 ac
12,接收,1,2026-04-24 15:09:32.449.504,0.033780,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 23 56 19 00 00
13,接收,1,2026-04-24 15:09:32.450.068,0.000564,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 a6 00 81 00
14,接收,1,2026-04-24 15:09:32.450.632,0.000564,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 21 03 48 01
15,接收,1,2026-04-24 15:09:32.451.192,0.000560,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 21 00 1f 00 3a 00
16,接收,1,2026-04-24 15:09:32.451.760,0.000568,18f185a0,报文帧,数据帧,扩展帧,CAN,8,21 0a 00 00 20 1c 00 00
17,接收,1,2026-04-24 15:09:32.452.328,0.000568,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 02 01 01 01 00 5f 19
18,接收,1,2026-04-24 15:09:32.452.889,0.000561,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
19,接收,1,2026-04-24 15:09:32.453.453,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
20,接收,1,2026-04-24 15:09:32.454.022,0.000569,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 1d 00
21,接收,1,2026-04-24 15:09:32.454.594,0.000572,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
22,接收,1,2026-04-24 15:09:32.455.174,0.000580,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
23,接收,1,2026-04-24 15:09:32.461.562,0.006388,1b1,报文帧,数据帧,标准帧,CAN,5,80 26 2b 12 f0
24,接收,1,2026-04-24 15:09:32.503.720,0.042158,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 ac
25,接收,1,2026-04-24 15:09:32.504.217,0.000497,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
26,接收,1,2026-04-24 15:09:32.561.562,0.057345,1b1,报文帧,数据帧,标准帧,CAN,5,80 26 36 12 f0
27,接收,1,2026-04-24 15:09:32.591.717,0.030155,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 ad
28,接收,1,2026-04-24 15:09:32.661.578,0.069861,1b1,报文帧,数据帧,标准帧,CAN,5,80 26 48 12 f0
29,接收,1,2026-04-24 15:09:32.672.154,0.010576,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
30,接收,1,2026-04-24 15:09:32.679.713,0.007559,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 ad
31,接收,1,2026-04-24 15:09:32.704.169,0.024456,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
32,接收,1,2026-04-24 15:09:32.761.577,0.057408,1b1,报文帧,数据帧,标准帧,CAN,5,80 26 4b 12 f0
33,接收,1,2026-04-24 15:09:32.767.713,0.006136,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 ae
34,接收,1,2026-04-24 15:09:32.804.163,0.036450,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
35,接收,1,2026-04-24 15:09:32.855.710,0.051547,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 ae
36,接收,1,2026-04-24 15:09:32.861.575,0.005865,731,报文帧,数据帧,标准帧,CAN,1,05
37,接收,1,2026-04-24 15:09:32.861.807,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,80 26 45 12 f0
38,接收,1,2026-04-24 15:09:32.904.156,0.042349,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
39,接收,1,2026-04-24 15:09:32.943.707,0.039551,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 af
40,接收,1,2026-04-24 15:09:32.949.499,0.005792,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 23 56 19 00 00
41,接收,1,2026-04-24 15:09:32.950.064,0.000565,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 a6 00 81 00
42,接收,1,2026-04-24 15:09:32.950.628,0.000564,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 1f 03 48 01
43,接收,1,2026-04-24 15:09:32.951.192,0.000564,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 21 00 1f 00 3a 00
44,接收,1,2026-04-24 15:09:32.951.760,0.000568,18f185a0,报文帧,数据帧,扩展帧,CAN,8,21 0a 00 00 20 1c 00 00
45,接收,1,2026-04-24 15:09:32.952.328,0.000568,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 02 01 01 01 00 5f 19
46,接收,1,2026-04-24 15:09:32.952.888,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
47,接收,1,2026-04-24 15:09:32.953.453,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
48,接收,1,2026-04-24 15:09:32.954.021,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 1d 00
49,接收,1,2026-04-24 15:09:32.954.593,0.000572,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
50,接收,1,2026-04-24 15:09:32.955.173,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 01 00 23 56 19 00 00
51,接收,1,2026-04-24 15:09:32.955.653,0.000480,182,报文帧,数据帧,标准帧,CAN,8,01 00 a6 00 1a 00 81 00
52,接收,1,2026-04-24 15:09:32.956.138,0.000485,183,报文帧,数据帧,标准帧,CAN,8,00 00 49 00 47 00 62 00
53,接收,1,2026-04-24 15:09:32.956.618,0.000480,184,报文帧,数据帧,标准帧,CAN,8,19 00 1f 03 48 01 00 00
54,接收,1,2026-04-24 15:09:32.957.106,0.000488,185,报文帧,数据帧,标准帧,CAN,8,02 02 00 00 00 02 5f 19
55,接收,1,2026-04-24 15:09:32.957.591,0.000485,186,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 02 00 00 00
56,接收,1,2026-04-24 15:09:32.961.598,0.004007,1b1,报文帧,数据帧,标准帧,CAN,5,80 26 33 12 f0
57,接收,1,2026-04-24 15:09:33.031.704,0.070106,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 af
58,接收,1,2026-04-24 15:09:33.061.597,0.029893,1b1,报文帧,数据帧,标准帧,CAN,5,80 26 2e 12 f0
59,接收,1,2026-04-24 15:09:33.067.648,0.006051,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
60,接收,1,2026-04-24 15:09:33.099.594,0.031946,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
61,接收,1,2026-04-24 15:09:33.119.702,0.020108,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 af
62,接收,1,2026-04-24 15:09:33.161.615,0.041913,1b1,报文帧,数据帧,标准帧,CAN,5,80 26 29 12 f0
63,接收,1,2026-04-24 15:09:33.199.589,0.037974,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
64,接收,1,2026-04-24 15:09:33.207.701,0.008112,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 b0
65,接收,1,2026-04-24 15:09:33.261.614,0.053913,1b1,报文帧,数据帧,标准帧,CAN,5,80 26 2b 12 f0
66,接收,1,2026-04-24 15:09:33.295.697,0.034083,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 b0
67,接收,1,2026-04-24 15:09:33.299.585,0.003888,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
68,接收,1,2026-04-24 15:09:33.361.634,0.062049,731,报文帧,数据帧,标准帧,CAN,1,05
69,接收,1,2026-04-24 15:09:33.361.866,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,80 26 38 12 f0
70,接收,1,2026-04-24 15:09:33.383.694,0.021828,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 b1
71,接收,1,2026-04-24 15:09:33.449.490,0.065796,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 23 56 19 00 00
72,接收,1,2026-04-24 15:09:33.450.054,0.000564,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 a6 00 81 00
73,接收,1,2026-04-24 15:09:33.450.618,0.000564,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 21 03 48 01
74,接收,1,2026-04-24 15:09:33.451.179,0.000561,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 21 00 1f 00 3a 00
75,接收,1,2026-04-24 15:09:33.451.747,0.000568,18f185a0,报文帧,数据帧,扩展帧,CAN,8,21 0a 00 00 20 1c 00 00
76,接收,1,2026-04-24 15:09:33.452.315,0.000568,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 02 01 01 01 00 5f 19
77,接收,1,2026-04-24 15:09:33.452.875,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
78,接收,1,2026-04-24 15:09:33.453.440,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
79,接收,1,2026-04-24 15:09:33.454.008,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 1d 00
80,接收,1,2026-04-24 15:09:33.454.580,0.000572,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
81,接收,1,2026-04-24 15:09:33.455.160,0.000580,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
82,接收,1,2026-04-24 15:09:33.461.641,0.006481,1b1,报文帧,数据帧,标准帧,CAN,5,80 26 41 12 f0
