序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-04-24 15:24:32.245.222,0.000000,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1,接收,1,2026-04-24 15:24:32.275.860,0.030638,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 03
2,接收,1,2026-04-24 15:24:32.282.189,0.006329,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 40 12 f0
3,接收,1,2026-04-24 15:24:32.349.765,0.067576,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
4,接收,1,2026-04-24 15:24:32.363.857,0.014092,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 03
5,接收,1,2026-04-24 15:24:32.382.209,0.018352,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 40 12 f0
6,接收,1,2026-04-24 15:24:32.436.625,0.054416,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 29 56 19 00 00
7,接收,1,2026-04-24 15:24:32.437.189,0.000564,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 a7 00 81 00
8,接收,1,2026-04-24 15:24:32.437.753,0.000564,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 20 03 6c 01
9,接收,1,2026-04-24 15:24:32.438.313,0.000560,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 22 00 1e 00 2f 00
10,接收,1,2026-04-24 15:24:32.438.878,0.000565,18f185a0,报文帧,数据帧,扩展帧,CAN,8,21 0a 00 00 20 1c 00 00
11,接收,1,2026-04-24 15:24:32.439.446,0.000568,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 02 01 01 01 00 5f 19
12,接收,1,2026-04-24 15:24:32.440.006,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
13,接收,1,2026-04-24 15:24:32.440.570,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
14,接收,1,2026-04-24 15:24:32.441.138,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 02 15 00
15,接收,1,2026-04-24 15:24:32.441.707,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
16,接收,1,2026-04-24 15:24:32.442.287,0.000580,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
17,接收,1,2026-04-24 15:24:32.445.211,0.002924,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
18,接收,1,2026-04-24 15:24:32.451.855,0.006644,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 04
19,接收,1,2026-04-24 15:24:32.482.212,0.030357,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 3d 12 f0
20,接收,1,2026-04-24 15:24:32.539.853,0.057641,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 04
21,接收,1,2026-04-24 15:24:32.582.210,0.042357,731,报文帧,数据帧,标准帧,CAN,1,05
22,接收,1,2026-04-24 15:24:32.582.443,0.000233,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 3b 12 f0
