序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-04-24 13:11:49.140.547,0.000000,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 00 00 f0
1,接收,1,2026-04-24 13:11:49.140.951,0.000404,731,报文帧,数据帧,标准帧,CAN,1,05
2,接收,1,2026-04-24 13:11:49.141.216,0.000265,731,报文帧,数据帧,标准帧,CAN,1,00
3,接收,1,2026-04-24 13:11:49.163.540,0.022324,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 7e 12 f0
4,接收,1,2026-04-24 13:11:49.263.558,0.100018,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 8a 12 f0
5,接收,1,2026-04-24 13:11:49.323.822,0.060264,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
6,接收,1,2026-04-24 13:11:49.363.555,0.039733,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 8b 12 f0
7,接收,1,2026-04-24 13:11:49.423.819,0.060264,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
8,接收,1,2026-04-24 13:11:49.463.576,0.039757,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 8d 12 f0
9,接收,1,2026-04-24 13:11:49.519.264,0.055688,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
10,接收,1,2026-04-24 13:11:49.563.573,0.044309,731,报文帧,数据帧,标准帧,CAN,1,05
11,接收,1,2026-04-24 13:11:49.563.837,0.000264,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 8d 12 f0
12,接收,1,2026-04-24 13:11:49.619.258,0.055421,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
13,接收,1,2026-04-24 13:11:49.663.578,0.044320,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 8f 12 f0
14,接收,1,2026-04-24 13:11:49.719.251,0.055673,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
15,接收,1,2026-04-24 13:11:49.763.595,0.044344,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 8f 12 f0
16,接收,1,2026-04-24 13:11:49.823.792,0.060197,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
17,接收,1,2026-04-24 13:11:49.863.592,0.039800,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 8f 12 f0
18,接收,1,2026-04-24 13:11:49.923.789,0.060197,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
19,接收,1,2026-04-24 13:11:49.963.613,0.039824,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 8f 12 f0
20,接收,1,2026-04-24 13:11:50.023.781,0.060168,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
21,接收,1,2026-04-24 13:11:50.063.614,0.039833,731,报文帧,数据帧,标准帧,CAN,1,05
22,接收,1,2026-04-24 13:11:50.063.846,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 8f 12 f0
23,接收,1,2026-04-24 13:11:50.123.774,0.059928,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
24,接收,1,2026-04-24 13:11:50.163.611,0.039837,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 8f 12 f0
25,接收,1,2026-04-24 13:11:50.209.925,0.046314,0,错误帧,数据帧,标准帧,CAN,0,
26,接收,1,2026-04-24 13:11:50.223.768,0.013843,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
27,接收,1,2026-04-24 13:11:50.263.637,0.039869,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 8f 12 f0
28,接收,1,2026-04-24 13:11:50.297.972,0.034335,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 00
29,接收,1,2026-04-24 13:11:50.363.633,0.065661,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 8f 12 f0
30,接收,1,2026-04-24 13:11:50.385.968,0.022335,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 00
31,接收,1,2026-04-24 13:11:50.391.740,0.005772,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
32,接收,1,2026-04-24 13:11:50.419.211,0.027471,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
33,接收,1,2026-04-24 13:11:50.463.655,0.044444,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 8f 12 f0
34,接收,1,2026-04-24 13:11:50.473.967,0.010312,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 01
35,接收,1,2026-04-24 13:11:50.519.205,0.045238,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
36,接收,1,2026-04-24 13:11:50.561.964,0.042759,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 01
37,接收,1,2026-04-24 13:11:50.563.648,0.001684,731,报文帧,数据帧,标准帧,CAN,1,05
38,接收,1,2026-04-24 13:11:50.563.880,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 8f 12 f0
39,接收,1,2026-04-24 13:11:50.619.197,0.055317,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
40,接收,1,2026-04-24 13:11:50.649.959,0.030762,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 02
41,接收,1,2026-04-24 13:11:50.663.652,0.013693,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 8f 12 f0
42,接收,1,2026-04-24 13:11:50.737.958,0.074306,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 02
43,接收,1,2026-04-24 13:11:50.763.675,0.025717,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 8f 12 f0
44,接收,1,2026-04-24 13:11:50.791.717,0.028042,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
45,接收,1,2026-04-24 13:11:50.819.187,0.027470,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
46,接收,1,2026-04-24 13:11:50.825.955,0.006768,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 03
47,接收,1,2026-04-24 13:11:50.863.668,0.037713,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 8f 12 f0
48,接收,1,2026-04-24 13:11:50.913.951,0.050283,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 03
49,接收,1,2026-04-24 13:11:50.919.179,0.005228,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
50,接收,1,2026-04-24 13:11:50.963.691,0.044512,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 8f 12 f0
51,接收,1,2026-04-24 13:11:51.001.950,0.038259,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 03
52,接收,1,2026-04-24 13:11:51.019.174,0.017224,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
53,接收,1,2026-04-24 13:11:51.063.690,0.044516,731,报文帧,数据帧,标准帧,CAN,1,05
54,接收,1,2026-04-24 13:11:51.063.922,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,06 25 8f 12 f0
55,接收,1,2026-04-24 13:11:51.084.923,0.021001,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
56,接收,1,2026-04-24 13:11:51.089.947,0.005024,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 04
57,接收,1,2026-04-24 13:11:51.095.663,0.005716,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
58,接收,1,2026-04-24 13:11:51.106.663,0.011000,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
59,接收,1,2026-04-24 13:11:51.117.663,0.011000,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
60,接收,1,2026-04-24 13:11:51.128.663,0.011000,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
61,接收,1,2026-04-24 13:11:51.139.663,0.011000,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
62,接收,1,2026-04-24 13:11:51.150.659,0.010996,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
63,接收,1,2026-04-24 13:11:51.161.659,0.011000,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
64,接收,1,2026-04-24 13:11:51.163.699,0.002040,1b1,报文帧,数据帧,标准帧,CAN,5,06 25 90 12 f0
65,接收,1,2026-04-24 13:11:51.172.663,0.008964,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
66,接收,1,2026-04-24 13:11:51.177.943,0.005280,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 04
67,接收,1,2026-04-24 13:11:51.183.660,0.005717,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
68,接收,1,2026-04-24 13:11:51.187.216,0.003556,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
69,接收,1,2026-04-24 13:11:51.223.709,0.036493,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
70,接收,1,2026-04-24 13:11:51.263.694,0.039985,1b1,报文帧,数据帧,标准帧,CAN,5,06 25 90 12 f0
71,接收,1,2026-04-24 13:11:51.265.942,0.002248,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 05
72,接收,1,2026-04-24 13:11:51.323.703,0.057761,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
73,接收,1,2026-04-24 13:11:51.353.938,0.030235,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 05
74,接收,1,2026-04-24 13:11:51.363.710,0.009772,1b1,报文帧,数据帧,标准帧,CAN,5,06 25 90 12 f0
75,接收,1,2026-04-24 13:11:51.423.699,0.059989,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
76,接收,1,2026-04-24 13:11:51.441.934,0.018235,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 06
77,接收,1,2026-04-24 13:11:51.463.707,0.021773,1b1,报文帧,数据帧,标准帧,CAN,5,06 25 90 12 f0
78,接收,1,2026-04-24 13:11:51.529.932,0.066225,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 06
79,接收,1,2026-04-24 13:11:51.563.729,0.033797,731,报文帧,数据帧,标准帧,CAN,1,05
80,接收,1,2026-04-24 13:11:51.563.961,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,06 25 90 12 f0
81,接收,1,2026-04-24 13:11:51.591.672,0.027711,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
82,接收,1,2026-04-24 13:11:51.617.931,0.026259,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 07
83,接收,1,2026-04-24 13:11:51.619.139,0.001208,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
84,接收,1,2026-04-24 13:11:51.663.736,0.044597,1b1,报文帧,数据帧,标准帧,CAN,5,06 25 90 12 f0
85,接收,1,2026-04-24 13:11:51.705.927,0.042191,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 07
86,接收,1,2026-04-24 13:11:51.723.682,0.017755,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
87,接收,1,2026-04-24 13:11:51.748.654,0.024972,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 17 57 01 00 00
88,接收,1,2026-04-24 13:11:51.749.222,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,00 00 0a 00 18 00 02 00
89,接收,1,2026-04-24 13:11:51.749.802,0.000580,18f183a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
90,接收,1,2026-04-24 13:11:51.750.386,0.000584,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
91,接收,1,2026-04-24 13:11:51.750.970,0.000584,18f185a0,报文帧,数据帧,扩展帧,CAN,8,b6 09 00 00 00 00 00 00
92,接收,1,2026-04-24 13:11:51.751.539,0.000569,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 03 01 01 00 00 00
