序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-04-24 15:44:46.889.387,0.000000,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 00 00 f0
1,接收,1,2026-04-24 15:44:46.889.792,0.000405,731,报文帧,数据帧,标准帧,CAN,1,05
2,接收,1,2026-04-24 15:44:46.890.056,0.000264,731,报文帧,数据帧,标准帧,CAN,1,00
3,接收,1,2026-04-24 15:44:46.904.817,0.014761,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 0c 13 f0
4,接收,1,2026-04-24 15:44:47.004.811,0.099994,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 19 13 f0
5,接收,1,2026-04-24 15:44:47.074.119,0.069308,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
6,接收,1,2026-04-24 15:44:47.104.835,0.030716,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 1b 13 f0
7,接收,1,2026-04-24 15:44:47.174.111,0.069276,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
8,接收,1,2026-04-24 15:44:47.204.827,0.030716,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 1b 13 f0
9,接收,1,2026-04-24 15:44:47.269.556,0.064729,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
10,接收,1,2026-04-24 15:44:47.304.852,0.035296,731,报文帧,数据帧,标准帧,CAN,1,05
11,接收,1,2026-04-24 15:44:47.305.116,0.000264,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 1b 13 f0
12,接收,1,2026-04-24 15:44:47.369.552,0.064436,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
13,接收,1,2026-04-24 15:44:47.404.857,0.035305,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 1b 13 f0
14,接收,1,2026-04-24 15:44:47.469.545,0.064688,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
15,接收,1,2026-04-24 15:44:47.504.850,0.035305,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 1b 13 f0
16,接收,1,2026-04-24 15:44:47.574.090,0.069240,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
17,接收,1,2026-04-24 15:44:47.604.874,0.030784,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 1b 13 f0
18,接收,1,2026-04-24 15:44:47.674.082,0.069208,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
19,接收,1,2026-04-24 15:44:47.704.866,0.030784,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 1b 13 f0
20,接收,1,2026-04-24 15:44:47.774.078,0.069212,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
21,接收,1,2026-04-24 15:44:47.804.891,0.030813,731,报文帧,数据帧,标准帧,CAN,1,05
22,接收,1,2026-04-24 15:44:47.805.154,0.000263,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 1b 13 f0
23,接收,1,2026-04-24 15:44:47.874.070,0.068916,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
24,接收,1,2026-04-24 15:44:47.904.891,0.030821,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 1b 13 f0
25,接收,1,2026-04-24 15:44:47.957.477,0.052586,0,错误帧,数据帧,标准帧,CAN,0,
26,接收,1,2026-04-24 15:44:47.974.064,0.016587,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
