序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-04-24 15:33:32.316.695,0.000000,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1,接收,1,2026-04-24 15:33:32.338.699,0.022004,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 5a 12 f0
2,接收,1,2026-04-24 15:33:32.402.429,0.063730,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 40
3,接收,1,2026-04-24 15:33:32.412.141,0.009712,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
4,接收,1,2026-04-24 15:33:32.428.385,0.016244,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 2a 57 19 00 00
5,接收,1,2026-04-24 15:33:32.428.953,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 9c 00 80 00
6,接收,1,2026-04-24 15:33:32.429.525,0.000572,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 21 03 6c 01
7,接收,1,2026-04-24 15:33:32.430.081,0.000556,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 22 00 1f 00 2e 00
8,接收,1,2026-04-24 15:33:32.430.653,0.000572,18f185a0,报文帧,数据帧,扩展帧,CAN,8,21 0a 00 00 20 1c 00 00
9,接收,1,2026-04-24 15:33:32.431.221,0.000568,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 02 01 01 01 00 5f 19
10,接收,1,2026-04-24 15:33:32.431.782,0.000561,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
11,接收,1,2026-04-24 15:33:32.432.346,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
12,接收,1,2026-04-24 15:33:32.432.914,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 03 15 00
13,接收,1,2026-04-24 15:33:32.433.482,0.000568,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
14,接收,1,2026-04-24 15:33:32.434.062,0.000580,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
15,接收,1,2026-04-24 15:33:32.438.695,0.004633,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 58 12 f0
16,接收,1,2026-04-24 15:33:32.490.425,0.051730,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 41
17,接收,1,2026-04-24 15:33:32.538.714,0.048289,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 5f 12 f0
18,接收,1,2026-04-24 15:33:32.578.424,0.039710,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 41
19,接收,1,2026-04-24 15:33:32.580.180,0.001756,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
20,接收,1,2026-04-24 15:33:32.612.126,0.031946,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
21,接收,1,2026-04-24 15:33:32.638.715,0.026589,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 5d 12 f0
22,接收,1,2026-04-24 15:33:32.666.422,0.027707,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 42
23,接收,1,2026-04-24 15:33:32.712.120,0.045698,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
24,接收,1,2026-04-24 15:33:32.738.708,0.026588,731,报文帧,数据帧,标准帧,CAN,1,05
25,接收,1,2026-04-24 15:33:32.738.940,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 56 12 f0
26,接收,1,2026-04-24 15:33:32.754.419,0.015479,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 42
27,接收,1,2026-04-24 15:33:32.812.116,0.057697,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
28,接收,1,2026-04-24 15:33:32.838.724,0.026608,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 56 12 f0
29,接收,1,2026-04-24 15:33:32.842.416,0.003692,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 42
30,接收,1,2026-04-24 15:33:32.928.376,0.085960,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 2a 57 19 00 00
31,接收,1,2026-04-24 15:33:32.928.944,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 9c 00 80 00
32,接收,1,2026-04-24 15:33:32.929.516,0.000572,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 1d 03 70 01
33,接收,1,2026-04-24 15:33:32.930.077,0.000561,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 22 00 1f 00 2e 00
