序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-04-24 13:09:23.723.115,0.000000,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
1,接收,1,2026-04-24 13:09:23.742.222,0.019107,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ab
2,接收,1,2026-04-24 13:09:23.756.559,0.014337,1b1,报文帧,数据帧,标准帧,CAN,5,d0 24 c4 11 f0
3,接收,1,2026-04-24 13:09:23.772.177,0.015618,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
4,接收,1,2026-04-24 13:09:23.830.220,0.058043,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ab
5,接收,1,2026-04-24 13:09:23.856.560,0.026340,1b1,报文帧,数据帧,标准帧,CAN,5,d0 24 c3 11 f0
6,接收,1,2026-04-24 13:09:23.883.419,0.026859,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
7,接收,1,2026-04-24 13:09:23.918.218,0.034799,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ac
8,接收,1,2026-04-24 13:09:23.956.579,0.038361,1b1,报文帧,数据帧,标准帧,CAN,5,d0 24 c3 11 f0
9,接收,1,2026-04-24 13:09:23.972.165,0.015586,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
10,接收,1,2026-04-24 13:09:24.006.217,0.034052,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ac
11,接收,1,2026-04-24 13:09:24.056.573,0.050356,731,报文帧,数据帧,标准帧,CAN,1,05
12,接收,1,2026-04-24 13:09:24.056.805,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,d0 24 c1 11 f0
13,接收,1,2026-04-24 13:09:24.072.160,0.015355,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
14,接收,1,2026-04-24 13:09:24.094.212,0.022052,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ac
15,接收,1,2026-04-24 13:09:24.117.632,0.023420,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 04 00 15 55 19 00 00
16,接收,1,2026-04-24 13:09:24.118.200,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,a6 00 27 00 a8 00 82 00
17,接收,1,2026-04-24 13:09:24.118.764,0.000564,18f183a0,报文帧,数据帧,扩展帧,CAN,8,60 09 00 00 73 03 b8 01
18,接收,1,2026-04-24 13:09:24.119.325,0.000561,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 11 00 10 00 24 00
19,接收,1,2026-04-24 13:09:24.119.897,0.000572,18f185a0,报文帧,数据帧,扩展帧,CAN,8,b5 09 00 00 20 1c 00 00
20,接收,1,2026-04-24 13:09:24.120.457,0.000560,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 5f 19
21,接收,1,2026-04-24 13:09:24.121.018,0.000561,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
22,接收,1,2026-04-24 13:09:24.121.582,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 01
23,接收,1,2026-04-24 13:09:24.122.150,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 09 11 00
24,接收,1,2026-04-24 13:09:24.122.723,0.000573,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
25,接收,1,2026-04-24 13:09:24.123.303,0.000580,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
26,接收,1,2026-04-24 13:09:24.156.579,0.033276,1b1,报文帧,数据帧,标准帧,CAN,5,d0 24 bf 11 f0
27,接收,1,2026-04-24 13:09:24.182.210,0.025631,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ad
28,接收,1,2026-04-24 13:09:24.202.985,0.020775,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
29,接收,1,2026-04-24 13:09:24.256.602,0.053617,1b1,报文帧,数据帧,标准帧,CAN,5,d0 24 c1 11 f0
