序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-04-24 09:12:23.067.549,0.000000,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 00 00 f0
1,接收,1,2026-04-24 09:12:23.067.922,0.000373,731,报文帧,数据帧,标准帧,CAN,1,05
2,接收,1,2026-04-24 09:12:23.068.154,0.000232,731,报文帧,数据帧,标准帧,CAN,1,00
3,接收,1,2026-04-24 09:12:23.100.876,0.032722,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 97 13 f0
4,接收,1,2026-04-24 09:12:23.200.870,0.099994,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 a2 13 f0
5,接收,1,2026-04-24 09:12:23.255.283,0.054413,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
6,接收,1,2026-04-24 09:12:23.300.892,0.045609,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 a2 13 f0
7,接收,1,2026-04-24 09:12:23.359.828,0.058936,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
8,接收,1,2026-04-24 09:12:23.400.889,0.041061,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 a3 13 f0
9,接收,1,2026-04-24 09:12:23.455.274,0.054385,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
10,接收,1,2026-04-24 09:12:23.500.911,0.045637,731,报文帧,数据帧,标准帧,CAN,1,05
11,接收,1,2026-04-24 09:12:23.501.142,0.000231,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 a3 13 f0
12,接收,1,2026-04-24 09:12:23.555.267,0.054125,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
13,接收,1,2026-04-24 09:12:23.600.916,0.045649,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 a3 13 f0
14,接收,1,2026-04-24 09:12:23.655.261,0.054345,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
15,接收,1,2026-04-24 09:12:23.700.910,0.045649,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 a3 13 f0
16,接收,1,2026-04-24 09:12:23.759.807,0.058897,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
17,接收,1,2026-04-24 09:12:23.800.931,0.041124,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 a3 13 f0
18,接收,1,2026-04-24 09:12:23.859.800,0.058869,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
19,接收,1,2026-04-24 09:12:23.900.928,0.041128,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 a3 13 f0
20,接收,1,2026-04-24 09:12:23.959.793,0.058865,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
21,接收,1,2026-04-24 09:12:24.000.953,0.041160,731,报文帧,数据帧,标准帧,CAN,1,05
22,接收,1,2026-04-24 09:12:24.001.185,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 a3 13 f0
23,接收,1,2026-04-24 09:12:24.059.790,0.058605,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
24,接收,1,2026-04-24 09:12:24.100.951,0.041161,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 a3 13 f0
25,接收,1,2026-04-24 09:12:24.133.369,0.032418,0,错误帧,数据帧,标准帧,CAN,0,
26,接收,1,2026-04-24 09:12:24.159.784,0.026415,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
27,接收,1,2026-04-24 09:12:24.200.952,0.041168,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 a3 13 f0
28,接收,1,2026-04-24 09:12:24.221.416,0.020464,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 00
29,接收,1,2026-04-24 09:12:24.300.973,0.079557,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 a3 13 f0
30,接收,1,2026-04-24 09:12:24.309.413,0.008440,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 00
31,接收,1,2026-04-24 09:12:24.327.757,0.018344,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
32,接收,1,2026-04-24 09:12:24.355.223,0.027466,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
33,接收,1,2026-04-24 09:12:24.397.410,0.042187,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 01
34,接收,1,2026-04-24 09:12:24.400.971,0.003561,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 a3 13 f0
35,接收,1,2026-04-24 09:12:24.455.216,0.054245,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
36,接收,1,2026-04-24 09:12:24.485.407,0.030191,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 01
37,接收,1,2026-04-24 09:12:24.500.992,0.015585,731,报文帧,数据帧,标准帧,CAN,1,05
38,接收,1,2026-04-24 09:12:24.501.224,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 a3 13 f0
39,接收,1,2026-04-24 09:12:24.555.213,0.053989,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
40,接收,1,2026-04-24 09:12:24.573.404,0.018191,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 02
41,接收,1,2026-04-24 09:12:24.600.993,0.027589,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 a3 13 f0
42,接收,1,2026-04-24 09:12:24.661.403,0.060410,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 02
43,接收,1,2026-04-24 09:12:24.700.992,0.039589,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 a3 13 f0
44,接收,1,2026-04-24 09:12:24.727.734,0.026742,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
45,接收,1,2026-04-24 09:12:24.749.402,0.021668,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 03
46,接收,1,2026-04-24 09:12:24.755.202,0.005800,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
47,接收,1,2026-04-24 09:12:24.801.011,0.045809,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 a3 13 f0
48,接收,1,2026-04-24 09:12:24.837.398,0.036387,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 03
49,接收,1,2026-04-24 09:12:24.855.193,0.017795,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
50,接收,1,2026-04-24 09:12:24.901.010,0.045817,1b1,报文帧,数据帧,标准帧,CAN,5,00 00 a3 13 f0
51,接收,1,2026-04-24 09:12:24.925.398,0.024388,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 03
52,接收,1,2026-04-24 09:12:24.955.188,0.029790,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
53,接收,1,2026-04-24 09:12:25.001.037,0.045849,731,报文帧,数据帧,标准帧,CAN,1,05
54,接收,1,2026-04-24 09:12:25.001.269,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,2c 24 a3 13 f0
55,接收,1,2026-04-24 09:12:25.013.397,0.012128,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 04
56,接收,1,2026-04-24 09:12:25.021.141,0.007744,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
57,接收,1,2026-04-24 09:12:25.031.877,0.010736,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
58,接收,1,2026-04-24 09:12:25.042.877,0.011000,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
59,接收,1,2026-04-24 09:12:25.053.877,0.011000,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
60,接收,1,2026-04-24 09:12:25.064.878,0.011001,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
61,接收,1,2026-04-24 09:12:25.075.878,0.011000,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
62,接收,1,2026-04-24 09:12:25.086.878,0.011000,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
63,接收,1,2026-04-24 09:12:25.097.878,0.011000,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
64,接收,1,2026-04-24 09:12:25.101.042,0.003164,1b1,报文帧,数据帧,标准帧,CAN,5,2c 24 a3 13 f0
65,接收,1,2026-04-24 09:12:25.101.402,0.000360,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 04
66,接收,1,2026-04-24 09:12:25.108.878,0.007476,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
67,接收,1,2026-04-24 09:12:25.119.879,0.011001,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
68,接收,1,2026-04-24 09:12:25.123.230,0.003351,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
69,接收,1,2026-04-24 09:12:25.159.728,0.036498,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
70,接收,1,2026-04-24 09:12:25.189.391,0.029663,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 05
71,接收,1,2026-04-24 09:12:25.201.040,0.011649,1b1,报文帧,数据帧,标准帧,CAN,5,2c 24 a3 13 f0
72,接收,1,2026-04-24 09:12:25.259.721,0.058681,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
73,接收,1,2026-04-24 09:12:25.277.388,0.017667,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 05
74,接收,1,2026-04-24 09:12:25.301.057,0.023669,1b1,报文帧,数据帧,标准帧,CAN,5,2c 24 a3 13 f0
75,接收,1,2026-04-24 09:12:25.359.714,0.058657,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
76,接收,1,2026-04-24 09:12:25.365.385,0.005671,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 06
77,接收,1,2026-04-24 09:12:25.401.054,0.035669,1b1,报文帧,数据帧,标准帧,CAN,5,2c 24 a3 13 f0
78,接收,1,2026-04-24 09:12:25.453.385,0.052331,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 06
79,接收,1,2026-04-24 09:12:25.484.874,0.031489,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
80,接收,1,2026-04-24 09:12:25.485.458,0.000584,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
81,接收,1,2026-04-24 09:12:25.486.038,0.000580,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
82,接收,1,2026-04-24 09:12:25.501.075,0.015037,731,报文帧,数据帧,标准帧,CAN,1,05
83,接收,1,2026-04-24 09:12:25.501.307,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,2c 24 a3 13 f0
84,接收,1,2026-04-24 09:12:25.527.690,0.026383,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
85,接收,1,2026-04-24 09:12:25.541.381,0.013691,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 07
86,接收,1,2026-04-24 09:12:25.555.157,0.013776,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
87,接收,1,2026-04-24 09:12:25.601.085,0.045928,1b1,报文帧,数据帧,标准帧,CAN,5,2c 24 a3 13 f0
88,接收,1,2026-04-24 09:12:25.629.381,0.028296,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 07
89,接收,1,2026-04-24 09:12:25.659.699,0.030318,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
90,接收,1,2026-04-24 09:12:25.701.076,0.041377,1b1,报文帧,数据帧,标准帧,CAN,5,2c 24 a3 13 f0
91,接收,1,2026-04-24 09:12:25.717.376,0.016300,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 07
92,接收,1,2026-04-24 09:12:25.755.146,0.037770,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
93,接收,1,2026-04-24 09:12:25.801.103,0.045957,1b1,报文帧,数据帧,标准帧,CAN,5,2c 24 a3 13 f0
94,接收,1,2026-04-24 09:12:25.805.375,0.004272,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 08
95,接收,1,2026-04-24 09:12:25.834.871,0.029496,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 10 5a 00 00 00
