序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-04-24 13:30:23.975.307,0.000000,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 aa
1,接收,1,2026-04-24 13:30:23.976.711,0.001404,1b1,报文帧,数据帧,标准帧,CAN,5,78 25 7d 12 f0
2,接收,1,2026-04-24 13:30:24.031.896,0.055185,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
3,接收,1,2026-04-24 13:30:24.063.303,0.031407,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ab
4,接收,1,2026-04-24 13:30:24.076.731,0.013428,1b1,报文帧,数据帧,标准帧,CAN,5,78 25 65 12 f0
5,接收,1,2026-04-24 13:30:24.151.300,0.074569,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ab
6,接收,1,2026-04-24 13:30:24.163.033,0.011733,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
7,接收,1,2026-04-24 13:30:24.176.725,0.013692,1b1,报文帧,数据帧,标准帧,CAN,5,78 25 22 12 f0
8,接收,1,2026-04-24 13:30:24.231.886,0.055161,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
9,接收,1,2026-04-24 13:30:24.239.297,0.007411,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ac
10,接收,1,2026-04-24 13:30:24.276.747,0.037450,731,报文帧,数据帧,标准帧,CAN,1,05
11,接收,1,2026-04-24 13:30:24.276.978,0.000231,1b1,报文帧,数据帧,标准帧,CAN,5,78 25 0b 12 f0
12,接收,1,2026-04-24 13:30:24.327.293,0.050315,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ac
13,接收,1,2026-04-24 13:30:24.331.877,0.004584,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
14,接收,1,2026-04-24 13:30:24.376.753,0.044876,1b1,报文帧,数据帧,标准帧,CAN,5,78 25 05 12 f0
15,接收,1,2026-04-24 13:30:24.415.292,0.038539,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ac
16,接收,1,2026-04-24 13:30:24.432.209,0.016917,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 04 00 1a 55 1a 00 00
17,接收,1,2026-04-24 13:30:24.432.773,0.000564,18f182a0,报文帧,数据帧,扩展帧,CAN,8,9a 00 2f 00 9c 00 81 00
18,接收,1,2026-04-24 13:30:24.433.342,0.000569,18f183a0,报文帧,数据帧,扩展帧,CAN,8,60 09 04 00 2b 05 d8 01
19,接收,1,2026-04-24 13:30:24.433.906,0.000564,18f184a0,报文帧,数据帧,扩展帧,CAN,8,08 00 18 00 13 00 2d 00
20,接收,1,2026-04-24 13:30:24.434.466,0.000560,18f185a0,报文帧,数据帧,扩展帧,CAN,8,f4 09 00 00 20 1c 00 00
21,接收,1,2026-04-24 13:30:24.435.026,0.000560,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 5f 19
22,接收,1,2026-04-24 13:30:24.435.586,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
23,接收,1,2026-04-24 13:30:24.436.150,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 01
24,接收,1,2026-04-24 13:30:24.436.719,0.000569,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 08 14 00
25,接收,1,2026-04-24 13:30:24.437.299,0.000580,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
26,接收,1,2026-04-24 13:30:24.437.879,0.000580,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
27,接收,1,2026-04-24 13:30:24.476.751,0.038872,1b1,报文帧,数据帧,标准帧,CAN,5,78 25 13 12 f0
28,接收,1,2026-04-24 13:30:24.482.911,0.006160,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
29,接收,1,2026-04-24 13:30:24.503.291,0.020380,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ad
30,接收,1,2026-04-24 13:30:24.527.318,0.024027,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
31,接收,1,2026-04-24 13:30:24.576.770,0.049452,1b1,报文帧,数据帧,标准帧,CAN,5,78 25 4d 12 f0
32,接收,1,2026-04-24 13:30:24.591.286,0.014516,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ad
33,接收,1,2026-04-24 13:30:24.642.695,0.051409,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
34,接收,1,2026-04-24 13:30:24.676.767,0.034072,1b1,报文帧,数据帧,标准帧,CAN,5,78 25 67 12 f0
35,接收,1,2026-04-24 13:30:24.679.284,0.002517,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ae
36,接收,1,2026-04-24 13:30:24.731.853,0.052569,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
37,接收,1,2026-04-24 13:30:24.767.280,0.035427,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 ae
38,接收,1,2026-04-24 13:30:24.776.784,0.009504,731,报文帧,数据帧,标准帧,CAN,1,05
39,接收,1,2026-04-24 13:30:24.777.016,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,78 25 81 12 f0
40,接收,1,2026-04-24 13:30:24.827.301,0.050285,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
41,接收,1,2026-04-24 13:30:24.855.281,0.027980,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 af
42,接收,1,2026-04-24 13:30:24.876.793,0.021512,1b1,报文帧,数据帧,标准帧,CAN,5,78 25 80 12 f0
43,接收,1,2026-04-24 13:30:24.927.205,0.050412,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 04 00 1a 57 1a 00 00
44,接收,1,2026-04-24 13:30:24.927.770,0.000565,18f182a0,报文帧,数据帧,扩展帧,CAN,8,9a 00 30 00 9c 00 81 00
45,接收,1,2026-04-24 13:30:24.928.338,0.000568,18f183a0,报文帧,数据帧,扩展帧,CAN,8,60 09 04 00 26 05 d4 01
46,接收,1,2026-04-24 13:30:24.928.902,0.000564,18f184a0,报文帧,数据帧,扩展帧,CAN,8,08 00 18 00 13 00 2d 00
47,接收,1,2026-04-24 13:30:24.929.462,0.000560,18f185a0,报文帧,数据帧,扩展帧,CAN,8,f4 09 00 00 20 1c 00 00
48,接收,1,2026-04-24 13:30:24.930.023,0.000561,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 5f 19
49,接收,1,2026-04-24 13:30:24.930.583,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
50,接收,1,2026-04-24 13:30:24.931.148,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 01
51,接收,1,2026-04-24 13:30:24.931.716,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 08 14 00
52,接收,1,2026-04-24 13:30:24.932.296,0.000580,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
53,接收,1,2026-04-24 13:30:24.932.876,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 04 00 1a 57 1a 00 00
54,接收,1,2026-04-24 13:30:24.933.356,0.000480,182,报文帧,数据帧,标准帧,CAN,8,9a 00 9c 00 30 00 81 00
55,接收,1,2026-04-24 13:30:24.933.832,0.000476,183,报文帧,数据帧,标准帧,CAN,8,00 00 40 00 3b 00 55 00
56,接收,1,2026-04-24 13:30:24.934.321,0.000489,184,报文帧,数据帧,标准帧,CAN,8,18 00 26 05 d4 01 08 00
