序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-04-24 14:36:30.731.656,0.000000,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1,接收,1,2026-04-24 14:36:30.752.132,0.020476,1b1,报文帧,数据帧,标准帧,CAN,5,08 26 0b 12 f0
2,接收,1,2026-04-24 14:36:30.754.492,0.002360,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 38
3,接收,1,2026-04-24 14:36:30.836.200,0.081708,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
4,接收,1,2026-04-24 14:36:30.842.488,0.006288,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 38
5,接收,1,2026-04-24 14:36:30.852.152,0.009664,1b1,报文帧,数据帧,标准帧,CAN,5,08 26 0d 12 f0
6,接收,1,2026-04-24 14:36:30.930.486,0.078334,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 39
7,接收,1,2026-04-24 14:36:30.952.147,0.021661,1b1,报文帧,数据帧,标准帧,CAN,5,08 26 0f 12 f0
8,接收,1,2026-04-24 14:36:30.963.379,0.011232,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
9,接收,1,2026-04-24 14:36:31.018.481,0.055102,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 39
10,接收,1,2026-04-24 14:36:31.036.188,0.017707,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
11,接收,1,2026-04-24 14:36:31.052.168,0.015980,731,报文帧,数据帧,标准帧,CAN,1,05
12,接收,1,2026-04-24 14:36:31.052.401,0.000233,1b1,报文帧,数据帧,标准帧,CAN,5,08 26 0d 12 f0
13,接收,1,2026-04-24 14:36:31.080.733,0.028332,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 1f 56 19 00 00
14,接收,1,2026-04-24 14:36:31.081.300,0.000567,18f182a0,报文帧,数据帧,扩展帧,CAN,8,00 00 1a 00 9d 00 81 00
15,接收,1,2026-04-24 14:36:31.081.868,0.000568,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 1f 03 70 01
16,接收,1,2026-04-24 14:36:31.082.432,0.000564,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 1f 00 1a 00 32 00
17,接收,1,2026-04-24 14:36:31.083.000,0.000568,18f185a0,报文帧,数据帧,扩展帧,CAN,8,20 0a 00 00 20 1c 00 00
18,接收,1,2026-04-24 14:36:31.083.565,0.000565,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 02 01 01 01 00 5f 19
19,接收,1,2026-04-24 14:36:31.084.125,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
20,接收,1,2026-04-24 14:36:31.084.689,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 02
21,接收,1,2026-04-24 14:36:31.085.258,0.000569,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 16 00
22,接收,1,2026-04-24 14:36:31.085.834,0.000576,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
23,接收,1,2026-04-24 14:36:31.086.414,0.000580,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
24,接收,1,2026-04-24 14:36:31.106.481,0.020067,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 3a
25,接收,1,2026-04-24 14:36:31.136.180,0.029699,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
26,接收,1,2026-04-24 14:36:31.152.173,0.015993,1b1,报文帧,数据帧,标准帧,CAN,5,08 26 11 12 f0
27,接收,1,2026-04-24 14:36:31.194.479,0.042306,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 3a
28,接收,1,2026-04-24 14:36:31.252.196,0.057717,1b1,报文帧,数据帧,标准帧,CAN,5,08 26 10 12 f0
29,接收,1,2026-04-24 14:36:31.282.475,0.030279,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 3b
30,接收,1,2026-04-24 14:36:31.283.360,0.000885,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
31,接收,1,2026-04-24 14:36:31.336.168,0.052808,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
32,接收,1,2026-04-24 14:36:31.352.188,0.016020,1b1,报文帧,数据帧,标准帧,CAN,5,08 26 0b 12 f0
33,接收,1,2026-04-24 14:36:31.370.472,0.018284,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 3b
34,接收,1,2026-04-24 14:36:31.443.352,0.072880,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
35,接收,1,2026-04-24 14:36:31.452.188,0.008836,1b1,报文帧,数据帧,标准帧,CAN,5,08 26 0d 12 f0
36,接收,1,2026-04-24 14:36:31.458.468,0.006280,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 3b
37,接收,1,2026-04-24 14:36:31.531.608,0.073140,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
38,接收,1,2026-04-24 14:36:31.546.468,0.014860,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 3c
39,接收,1,2026-04-24 14:36:31.552.208,0.005740,731,报文帧,数据帧,标准帧,CAN,1,05
40,接收,1,2026-04-24 14:36:31.552.440,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,08 26 11 12 f0
41,接收,1,2026-04-24 14:36:31.580.724,0.028284,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 1f 56 19 00 00
42,接收,1,2026-04-24 14:36:31.581.292,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,00 00 1a 00 9d 00 81 00
43,接收,1,2026-04-24 14:36:31.581.861,0.000569,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 20 03 70 01
44,接收,1,2026-04-24 14:36:31.582.425,0.000564,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 1f 00 1a 00 32 00
