序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-04-24 15:27:32.318.073,0.000000,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 5b
1,接收,1,2026-04-24 15:27:32.325.381,0.007308,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 51 12 f0
2,接收,1,2026-04-24 15:27:32.338.752,0.013371,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
3,接收,1,2026-04-24 15:27:32.406.070,0.067318,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 5b
4,接收,1,2026-04-24 15:27:32.425.375,0.019305,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 50 12 f0
5,接收,1,2026-04-24 15:27:32.433.891,0.008516,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 29 57 19 00 00
6,接收,1,2026-04-24 15:27:32.434.455,0.000564,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 99 00 80 00
7,接收,1,2026-04-24 15:27:32.435.027,0.000572,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 1f 03 6c 01
8,接收,1,2026-04-24 15:27:32.435.587,0.000560,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 22 00 1f 00 2e 00
9,接收,1,2026-04-24 15:27:32.436.160,0.000573,18f185a0,报文帧,数据帧,扩展帧,CAN,8,21 0a 00 00 20 1c 00 00
10,接收,1,2026-04-24 15:27:32.436.728,0.000568,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 02 01 01 01 00 5f 19
11,接收,1,2026-04-24 15:27:32.437.288,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
12,接收,1,2026-04-24 15:27:32.437.853,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
13,接收,1,2026-04-24 15:27:32.438.421,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 05 15 00
14,接收,1,2026-04-24 15:27:32.438.993,0.000572,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
15,接收,1,2026-04-24 15:27:32.439.573,0.000580,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
16,接收,1,2026-04-24 15:27:32.440.061,0.000488,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
17,接收,1,2026-04-24 15:27:32.494.067,0.054006,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 5c
18,接收,1,2026-04-24 15:27:32.525.400,0.031333,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 52 12 f0
19,接收,1,2026-04-24 15:27:32.582.066,0.056666,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 5c
20,接收,1,2026-04-24 15:27:32.606.721,0.024655,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
21,接收,1,2026-04-24 15:27:32.625.381,0.018660,731,报文帧,数据帧,标准帧,CAN,1,05
22,接收,1,2026-04-24 15:27:32.625.613,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 51 12 f0
23,接收,1,2026-04-24 15:27:32.634.185,0.008572,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
24,接收,1,2026-04-24 15:27:32.670.064,0.035879,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 5d
25,接收,1,2026-04-24 15:27:32.725.397,0.055333,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 50 12 f0
26,接收,1,2026-04-24 15:27:32.734.180,0.008783,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
27,接收,1,2026-04-24 15:27:32.758.059,0.023879,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 5d
28,接收,1,2026-04-24 15:27:32.825.413,0.067354,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 50 12 f0
29,接收,1,2026-04-24 15:27:32.838.724,0.013311,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
30,接收,1,2026-04-24 15:27:32.846.056,0.007332,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 5d
31,接收,1,2026-04-24 15:27:32.925.425,0.079369,1b1,报文帧,数据帧,标准帧,CAN,5,56 27 53 12 f0
32,接收,1,2026-04-24 15:27:32.933.881,0.008456,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 29 57 19 00 00
33,接收,1,2026-04-24 15:27:32.934.446,0.000565,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 99 00 80 00
34,接收,1,2026-04-24 15:27:32.935.018,0.000572,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 5e
35,接收,1,2026-04-24 15:27:32.935.515,0.000497,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 20 03 6c 01
