序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-05-05 13:32:57.833.315,0.000000,11,报文帧,数据帧,标准帧,CAN,8,3b 81 00 00 00 00 00 00
1,接收,1,2026-05-05 13:32:57.838.662,0.005347,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
2,接收,1,2026-05-05 13:32:57.928.436,0.089774,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
3,接收,1,2026-05-05 13:32:57.938.240,0.009804,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
4,接收,1,2026-05-05 13:32:58.023.687,0.085447,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
5,接收,1,2026-05-05 13:32:58.038.650,0.014963,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
6,接收,1,2026-05-05 13:32:58.080.366,0.041716,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 04 00 28 4f 18 00 00
7,接收,1,2026-05-05 13:32:58.080.934,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,96 00 31 00 97 00 7b 00
8,接收,1,2026-05-05 13:32:58.081.487,0.000553,18f183a0,报文帧,数据帧,扩展帧,CAN,8,f5 0a 01 00 55 05 fc 01
9,接收,1,2026-05-05 13:32:58.082.040,0.000553,18f184a0,报文帧,数据帧,扩展帧,CAN,8,db 00 30 00 2f 00 36 00
10,接收,1,2026-05-05 13:32:58.082.600,0.000560,18f185a0,报文帧,数据帧,扩展帧,CAN,8,18 12 00 00 d3 7a 00 00
11,接收,1,2026-05-05 13:32:58.083.161,0.000561,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 38 39
12,接收,1,2026-05-05 13:32:58.083.722,0.000561,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 01 02 01 01 01 02 02
13,接收,1,2026-05-05 13:32:58.084.282,0.000560,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 01
14,接收,1,2026-05-05 13:32:58.084.851,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
15,接收,1,2026-05-05 13:32:58.085.432,0.000581,181,报文帧,数据帧,标准帧,CAN,8,00 04 00 28 4f 18 00 00
16,接收,1,2026-05-05 13:32:58.085.916,0.000484,182,报文帧,数据帧,标准帧,CAN,8,96 00 97 00 31 00 7b 00
17,接收,1,2026-05-05 13:32:58.086.389,0.000473,183,报文帧,数据帧,标准帧,CAN,8,00 00 58 00 57 00 5e 00
18,接收,1,2026-05-05 13:32:58.086.869,0.000480,184,报文帧,数据帧,标准帧,CAN,8,f5 0a 55 05 fc 01 db 00
19,接收,1,2026-05-05 13:32:58.087.334,0.000465,185,报文帧,数据帧,标准帧,CAN,8,f5 0a 07 00 00 02 38 39
20,接收,1,2026-05-05 13:32:58.087.803,0.000469,186,报文帧,数据帧,标准帧,CAN,8,18 12 00 00 d3 7a 00 00
21,接收,1,2026-05-05 13:32:58.088.283,0.000480,191,报文帧,数据帧,标准帧,CAN,8,00 00 cf 01 00 00 00 00
22,接收,1,2026-05-05 13:32:58.114.522,0.026239,11,报文帧,数据帧,标准帧,CAN,8,3b 81 00 00 00 00 00 00
23,接收,1,2026-05-05 13:32:58.138.645,0.024123,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
24,接收,1,2026-05-05 13:32:58.209.667,0.071022,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
25,接收,1,2026-05-05 13:32:58.258.116,0.048449,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
26,接收,1,2026-05-05 13:32:58.305.075,0.046959,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
27,接收,1,2026-05-05 13:32:58.338.633,0.033558,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
28,接收,1,2026-05-05 13:32:58.395.750,0.057117,11,报文帧,数据帧,标准帧,CAN,8,3b 81 00 00 00 00 00 00
29,接收,1,2026-05-05 13:32:58.438.627,0.042877,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
30,接收,1,2026-05-05 13:32:58.490.845,0.052218,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
31,接收,1,2026-05-05 13:32:58.578.100,0.087255,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
32,接收,1,2026-05-05 13:32:58.580.357,0.002257,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 04 00 28 4e 18 00 00
33,接收,1,2026-05-05 13:32:58.580.926,0.000569,18f182a0,报文帧,数据帧,扩展帧,CAN,8,96 00 32 00 97 00 7b 00
34,接收,1,2026-05-05 13:32:58.581.478,0.000552,18f183a0,报文帧,数据帧,扩展帧,CAN,8,f5 0a 01 00 52 05 fc 01
35,接收,1,2026-05-05 13:32:58.582.030,0.000552,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
36,接收,1,2026-05-05 13:32:58.582.539,0.000509,18f184a0,报文帧,数据帧,扩展帧,CAN,8,db 00 30 00 2f 00 36 00
37,接收,1,2026-05-05 13:32:58.583.100,0.000561,18f185a0,报文帧,数据帧,扩展帧,CAN,8,18 12 00 00 d3 7a 00 00
38,接收,1,2026-05-05 13:32:58.583.661,0.000561,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 39 38
39,接收,1,2026-05-05 13:32:58.584.226,0.000565,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 01 02 01 01 01 02 02
40,接收,1,2026-05-05 13:32:58.584.786,0.000560,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 01
41,接收,1,2026-05-05 13:32:58.585.355,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
42,接收,1,2026-05-05 13:32:58.585.936,0.000581,181,报文帧,数据帧,标准帧,CAN,8,00 04 00 28 4e 18 00 00
43,接收,1,2026-05-05 13:32:58.586.420,0.000484,182,报文帧,数据帧,标准帧,CAN,8,96 00 97 00 32 00 7b 00
44,接收,1,2026-05-05 13:32:58.586.901,0.000481,183,报文帧,数据帧,标准帧,CAN,8,00 00 58 00 57 00 5e 00
45,接收,1,2026-05-05 13:32:58.587.381,0.000480,184,报文帧,数据帧,标准帧,CAN,8,f5 0a 52 05 fc 01 db 00
46,接收,1,2026-05-05 13:32:58.587.854,0.000473,185,报文帧,数据帧,标准帧,CAN,8,f5 0a 07 00 00 02 39 38
47,接收,1,2026-05-05 13:32:58.588.323,0.000469,186,报文帧,数据帧,标准帧,CAN,8,18 12 00 00 d3 7a 00 00
48,接收,1,2026-05-05 13:32:58.588.803,0.000480,191,报文帧,数据帧,标准帧,CAN,8,00 00 cf 01 00 00 00 00
49,接收,1,2026-05-05 13:32:58.638.620,0.049817,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
50,接收,1,2026-05-05 13:32:58.676.901,0.038281,11,报文帧,数据帧,标准帧,CAN,8,3b 81 00 00 00 00 00 00
51,接收,1,2026-05-05 13:32:58.737.778,0.060877,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
52,接收,1,2026-05-05 13:32:58.772.055,0.034277,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
53,接收,1,2026-05-05 13:32:58.838.608,0.066553,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
54,接收,1,2026-05-05 13:32:58.862.799,0.024191,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
55,接收,1,2026-05-05 13:32:58.938.603,0.075804,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
56,接收,1,2026-05-05 13:32:58.958.063,0.019460,11,报文帧,数据帧,标准帧,CAN,8,3b 81 00 00 00 00 00 00
57,接收,1,2026-05-05 13:32:59.048.737,0.090674,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
58,接收,1,2026-05-05 13:32:59.057.869,0.009132,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
59,接收,1,2026-05-05 13:32:59.080.350,0.022481,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 04 00 28 4f 18 00 00
60,接收,1,2026-05-05 13:32:59.080.918,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,95 00 2f 00 97 00 7b 00
61,接收,1,2026-05-05 13:32:59.081.470,0.000552,18f183a0,报文帧,数据帧,扩展帧,CAN,8,f2 0a 03 00 56 05 fc 01
62,接收,1,2026-05-05 13:32:59.082.027,0.000557,18f184a0,报文帧,数据帧,扩展帧,CAN,8,db 00 30 00 2f 00 36 00
63,接收,1,2026-05-05 13:32:59.082.588,0.000561,18f185a0,报文帧,数据帧,扩展帧,CAN,8,18 12 00 00 d4 7a 00 00
64,接收,1,2026-05-05 13:32:59.083.152,0.000564,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 39 39
65,接收,1,2026-05-05 13:32:59.083.709,0.000557,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 01 02 01 01 01 02 02
66,接收,1,2026-05-05 13:32:59.084.270,0.000561,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 01
67,接收,1,2026-05-05 13:32:59.084.838,0.000568,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
68,接收,1,2026-05-05 13:32:59.085.419,0.000581,181,报文帧,数据帧,标准帧,CAN,8,00 04 00 28 4f 18 00 00
69,接收,1,2026-05-05 13:32:59.085.904,0.000485,182,报文帧,数据帧,标准帧,CAN,8,95 00 97 00 2f 00 7b 00
70,接收,1,2026-05-05 13:32:59.086.372,0.000468,183,报文帧,数据帧,标准帧,CAN,8,00 00 58 00 57 00 5e 00
71,接收,1,2026-05-05 13:32:59.086.853,0.000481,184,报文帧,数据帧,标准帧,CAN,8,f2 0a 56 05 fc 01 db 00
72,接收,1,2026-05-05 13:32:59.087.326,0.000473,185,报文帧,数据帧,标准帧,CAN,8,f2 0a 0e 00 00 02 39 39
73,接收,1,2026-05-05 13:32:59.087.794,0.000468,186,报文帧,数据帧,标准帧,CAN,8,18 12 00 00 d4 7a 00 00
74,接收,1,2026-05-05 13:32:59.088.271,0.000477,191,报文帧,数据帧,标准帧,CAN,8,00 00 cf 01 00 00 00 00
75,接收,1,2026-05-05 13:32:59.138.592,0.050321,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
76,接收,1,2026-05-05 13:32:59.143.883,0.005291,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
77,接收,1,2026-05-05 13:32:59.238.586,0.094703,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
78,接收,1,2026-05-05 13:32:59.239.082,0.000496,11,报文帧,数据帧,标准帧,CAN,8,3b 81 00 00 00 00 00 00
79,接收,1,2026-05-05 13:32:59.329.731,0.090649,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
80,接收,1,2026-05-05 13:32:59.377.745,0.048014,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
81,接收,1,2026-05-05 13:32:59.424.936,0.047191,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
82,接收,1,2026-05-05 13:32:59.434.027,0.009091,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
83,接收,1,2026-05-05 13:32:59.520.226,0.086199,11,报文帧,数据帧,标准帧,CAN,8,3b 81 00 00 00 00 00 00
84,接收,1,2026-05-05 13:32:59.538.049,0.017823,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
85,接收,1,2026-05-05 13:32:59.580.337,0.042288,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 04 00 28 4e 18 00 00
86,接收,1,2026-05-05 13:32:59.580.906,0.000569,18f182a0,报文帧,数据帧,扩展帧,CAN,8,95 00 33 00 97 00 7b 00
87,接收,1,2026-05-05 13:32:59.581.458,0.000552,18f183a0,报文帧,数据帧,扩展帧,CAN,8,f2 0a 03 00 5b 05 fc 01
88,接收,1,2026-05-05 13:32:59.582.019,0.000561,18f184a0,报文帧,数据帧,扩展帧,CAN,8,db 00 30 00 2f 00 36 00
89,接收,1,2026-05-05 13:32:59.582.580,0.000561,18f185a0,报文帧,数据帧,扩展帧,CAN,8,18 12 00 00 d4 7a 00 00
90,接收,1,2026-05-05 13:32:59.583.144,0.000564,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 39 39
91,接收,1,2026-05-05 13:32:59.583.701,0.000557,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 01 02 01 01 01 02 02
92,接收,1,2026-05-05 13:32:59.584.262,0.000561,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 01
93,接收,1,2026-05-05 13:32:59.584.830,0.000568,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
94,接收,1,2026-05-05 13:32:59.585.411,0.000581,181,报文帧,数据帧,标准帧,CAN,8,00 04 00 28 4e 18 00 00
95,接收,1,2026-05-05 13:32:59.585.896,0.000485,182,报文帧,数据帧,标准帧,CAN,8,95 00 97 00 33 00 7b 00
96,接收,1,2026-05-05 13:32:59.586.364,0.000468,183,报文帧,数据帧,标准帧,CAN,8,00 00 58 00 57 00 5e 00
97,接收,1,2026-05-05 13:32:59.586.845,0.000481,184,报文帧,数据帧,标准帧,CAN,8,f2 0a 5b 05 fc 01 db 00
98,接收,1,2026-05-05 13:32:59.587.317,0.000472,185,报文帧,数据帧,标准帧,CAN,8,f2 0a 0d 00 00 02 39 39
99,接收,1,2026-05-05 13:32:59.587.786,0.000469,186,报文帧,数据帧,标准帧,CAN,8,18 12 00 00 d4 7a 00 00
100,接收,1,2026-05-05 13:32:59.588.263,0.000477,191,报文帧,数据帧,标准帧,CAN,8,00 00 cf 01 00 00 00 00
101,接收,1,2026-05-05 13:32:59.610.902,0.022639,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
102,接收,1,2026-05-05 13:32:59.638.564,0.027662,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
103,接收,1,2026-05-05 13:32:59.706.011,0.067447,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
104,接收,1,2026-05-05 13:32:59.738.561,0.032550,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
105,接收,1,2026-05-05 13:32:59.801.508,0.062947,11,报文帧,数据帧,标准帧,CAN,8,3b 81 00 00 00 00 00 00
106,接收,1,2026-05-05 13:32:59.858.137,0.056629,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
107,接收,1,2026-05-05 13:32:59.892.095,0.033958,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
108,接收,1,2026-05-05 13:32:59.934.001,0.041906,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
109,接收,1,2026-05-05 13:32:59.987.238,0.053237,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
110,接收,1,2026-05-05 13:33:00.033.995,0.046757,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
111,接收,1,2026-05-05 13:33:00.078.055,0.044060,11,报文帧,数据帧,标准帧,CAN,8,3b 81 00 00 00 00 00 00
112,接收,1,2026-05-05 13:33:00.080.328,0.002273,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 04 00 28 4e 18 00 00
113,接收,1,2026-05-05 13:33:00.080.896,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,95 00 30 00 96 00 7b 00
114,接收,1,2026-05-05 13:33:00.081.465,0.000569,18f183a0,报文帧,数据帧,扩展帧,CAN,8,f0 0a 02 00 52 05 fc 01
115,接收,1,2026-05-05 13:33:00.082.026,0.000561,18f184a0,报文帧,数据帧,扩展帧,CAN,8,db 00 30 00 2f 00 36 00
116,接收,1,2026-05-05 13:33:00.082.586,0.000560,18f185a0,报文帧,数据帧,扩展帧,CAN,8,18 12 00 00 d5 7a 00 00
117,接收,1,2026-05-05 13:33:00.083.147,0.000561,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 39 39
118,接收,1,2026-05-05 13:33:00.083.704,0.000557,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 01 02 01 01 01 02 02
119,接收,1,2026-05-05 13:33:00.084.264,0.000560,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 01
120,接收,1,2026-05-05 13:33:00.084.833,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
121,接收,1,2026-05-05 13:33:00.085.414,0.000581,181,报文帧,数据帧,标准帧,CAN,8,00 04 00 28 4e 18 00 00
122,接收,1,2026-05-05 13:33:00.085.898,0.000484,182,报文帧,数据帧,标准帧,CAN,8,95 00 96 00 30 00 7b 00
123,接收,1,2026-05-05 13:33:00.086.371,0.000473,183,报文帧,数据帧,标准帧,CAN,8,00 00 58 00 57 00 5e 00
124,接收,1,2026-05-05 13:33:00.086.851,0.000480,184,报文帧,数据帧,标准帧,CAN,8,f0 0a 52 05 fc 01 db 00
125,接收,1,2026-05-05 13:33:00.087.324,0.000473,185,报文帧,数据帧,标准帧,CAN,8,f0 0a 08 00 00 02 39 39
126,接收,1,2026-05-05 13:33:00.087.801,0.000477,186,报文帧,数据帧,标准帧,CAN,8,18 12 00 00 d5 7a 00 00
127,接收,1,2026-05-05 13:33:00.088.285,0.000484,191,报文帧,数据帧,标准帧,CAN,8,00 00 cf 01 00 00 00 00
