序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-05-05 15:03:00.057.667,0.000000,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1,接收,1,2026-05-05 15:03:00.157.663,0.099996,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
2,接收,1,2026-05-05 15:03:00.257.658,0.099995,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
3,接收,1,2026-05-05 15:03:00.357.650,0.099992,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
4,接收,1,2026-05-05 15:03:00.457.644,0.099994,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
5,接收,1,2026-05-05 15:03:00.465.271,0.007627,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
6,接收,1,2026-05-05 15:03:00.557.642,0.092371,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
7,接收,1,2026-05-05 15:03:00.560.462,0.002820,11,报文帧,数据帧,标准帧,CAN,8,e8 80 00 00 00 00 00 00
8,接收,1,2026-05-05 15:03:00.651.040,0.090578,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
9,接收,1,2026-05-05 15:03:00.657.636,0.006596,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
10,接收,1,2026-05-05 15:03:00.746.146,0.088510,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
11,接收,1,2026-05-05 15:03:00.757.629,0.011483,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
12,接收,1,2026-05-05 15:03:00.841.272,0.083643,11,报文帧,数据帧,标准帧,CAN,8,e8 80 00 00 00 00 00 00
13,接收,1,2026-05-05 15:03:00.853.075,0.011803,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
14,接收,1,2026-05-05 15:03:00.931.903,0.078828,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
15,接收,1,2026-05-05 15:03:00.957.618,0.025715,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
16,接收,1,2026-05-05 15:03:01.027.040,0.069422,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
17,接收,1,2026-05-05 15:03:01.117.770,0.090730,11,报文帧,数据帧,标准帧,CAN,8,e8 80 00 00 00 00 00 00
18,接收,1,2026-05-05 15:03:01.125.594,0.007824,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
19,接收,1,2026-05-05 15:03:01.157.608,0.032014,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
20,接收,1,2026-05-05 15:03:01.212.793,0.055185,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
21,接收,1,2026-05-05 15:03:01.257.603,0.044810,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
22,接收,1,2026-05-05 15:03:01.307.917,0.050314,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
23,接收,1,2026-05-05 15:03:01.357.598,0.049681,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
24,接收,1,2026-05-05 15:03:01.398.634,0.041036,11,报文帧,数据帧,标准帧,CAN,8,e8 80 00 00 00 00 00 00
25,接收,1,2026-05-05 15:03:01.493.659,0.095025,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
26,接收,1,2026-05-05 15:03:01.525.573,0.031914,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
27,接收,1,2026-05-05 15:03:01.557.588,0.032015,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
28,接收,1,2026-05-05 15:03:01.588.794,0.031206,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
29,接收,1,2026-05-05 15:03:01.653.035,0.064241,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
30,接收,1,2026-05-05 15:03:01.679.630,0.026595,11,报文帧,数据帧,标准帧,CAN,8,e8 80 00 00 00 00 00 00
31,接收,1,2026-05-05 15:03:01.753.027,0.073397,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
32,接收,1,2026-05-05 15:03:01.774.674,0.021647,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
33,接收,1,2026-05-05 15:03:01.808.851,0.034177,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
34,接收,1,2026-05-05 15:03:01.819.588,0.010737,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
35,接收,1,2026-05-05 15:03:01.830.589,0.011001,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
36,接收,1,2026-05-05 15:03:01.841.589,0.011000,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
37,接收,1,2026-05-05 15:03:01.852.590,0.011001,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
38,接收,1,2026-05-05 15:03:01.863.587,0.010997,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
39,接收,1,2026-05-05 15:03:01.869.902,0.006315,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
40,接收,1,2026-05-05 15:03:01.874.587,0.004685,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
41,接收,1,2026-05-05 15:03:01.885.587,0.011000,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
42,接收,1,2026-05-05 15:03:01.896.588,0.011001,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
43,接收,1,2026-05-05 15:03:01.907.589,0.011001,a000000,报文帧,数据帧,扩展帧,CAN,2,01 01
44,接收,1,2026-05-05 15:03:01.925.551,0.017962,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
45,接收,1,2026-05-05 15:03:01.957.566,0.032015,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
46,接收,1,2026-05-05 15:03:01.960.614,0.003048,11,报文帧,数据帧,标准帧,CAN,8,e8 80 00 00 00 00 00 00
47,接收,1,2026-05-05 15:03:02.055.607,0.094993,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
48,接收,1,2026-05-05 15:03:02.057.559,0.001952,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
49,接收,1,2026-05-05 15:03:02.150.732,0.093173,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
50,接收,1,2026-05-05 15:03:02.157.556,0.006824,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
51,接收,1,2026-05-05 15:03:02.241.615,0.084059,11,报文帧,数据帧,标准帧,CAN,8,e8 80 00 00 00 00 00 00
52,接收,1,2026-05-05 15:03:02.325.530,0.083915,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
53,接收,1,2026-05-05 15:03:02.336.568,0.011038,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
54,接收,1,2026-05-05 15:03:02.357.543,0.020975,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
55,接收,1,2026-05-05 15:03:02.427.305,0.069762,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
56,接收,1,2026-05-05 15:03:02.457.540,0.030235,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
57,接收,1,2026-05-05 15:03:02.472.577,0.015037,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 28 51 00 00 00
58,接收,1,2026-05-05 15:03:02.473.153,0.000576,18f182a0,报文帧,数据帧,扩展帧,CAN,8,02 00 04 00 03 00 03 00
59,接收,1,2026-05-05 15:03:02.473.722,0.000569,18f183a0,报文帧,数据帧,扩展帧,CAN,8,f9 09 00 00 00 00 00 00
60,接收,1,2026-05-05 15:03:02.474.294,0.000572,18f184a0,报文帧,数据帧,扩展帧,CAN,8,65 00 35 00 2b 00 d8 00
61,接收,1,2026-05-05 15:03:02.474.855,0.000561,18f185a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 98 89 00 00
62,接收,1,2026-05-05 15:03:02.475.424,0.000569,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 03 01 00 00 36 32
63,接收,1,2026-05-05 15:03:02.475.980,0.000556,18f187a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
64,接收,1,2026-05-05 15:03:02.476.561,0.000581,18f188a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
65,接收,1,2026-05-05 15:03:02.477.150,0.000589,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
66,接收,1,2026-05-05 15:03:02.477.730,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 01 00 28 51 00 00 00
67,接收,1,2026-05-05 15:03:02.478.219,0.000489,182,报文帧,数据帧,标准帧,CAN,8,02 00 03 00 04 00 03 00
68,接收,1,2026-05-05 15:03:02.478.708,0.000489,183,报文帧,数据帧,标准帧,CAN,8,00 00 5d 00 53 00 00 00
69,接收,1,2026-05-05 15:03:02.479.196,0.000488,184,报文帧,数据帧,标准帧,CAN,8,f9 09 00 00 00 00 65 00
70,接收,1,2026-05-05 15:03:02.479.681,0.000485,185,报文帧,数据帧,标准帧,CAN,8,f9 09 00 00 00 02 36 32
71,接收,1,2026-05-05 15:03:02.480.153,0.000472,186,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 98 89 00 00
72,接收,1,2026-05-05 15:03:02.480.638,0.000485,191,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
73,接收,1,2026-05-05 15:03:02.522.474,0.041836,11,报文帧,数据帧,标准帧,CAN,8,e8 80 00 00 00 00 00 00
74,接收,1,2026-05-05 15:03:02.557.536,0.035062,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
75,接收,1,2026-05-05 15:03:02.617.496,0.059960,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
76,接收,1,2026-05-05 15:03:02.708.218,0.090722,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
77,接收,1,2026-05-05 15:03:02.725.509,0.017291,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
78,接收,1,2026-05-05 15:03:02.757.524,0.032015,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
79,接收,1,2026-05-05 15:03:02.803.367,0.045843,11,报文帧,数据帧,标准帧,CAN,8,e8 80 00 00 00 00 00 00
80,接收,1,2026-05-05 15:03:02.857.520,0.054153,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
81,接收,1,2026-05-05 15:03:02.898.548,0.041028,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
82,接收,1,2026-05-05 15:03:02.964.700,0.066152,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
83,接收,1,2026-05-05 15:03:02.972.565,0.007865,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 28 51 00 00 00
84,接收,1,2026-05-05 15:03:02.973.141,0.000576,18f182a0,报文帧,数据帧,扩展帧,CAN,8,02 00 03 00 03 00 03 00
85,接收,1,2026-05-05 15:03:02.973.710,0.000569,18f183a0,报文帧,数据帧,扩展帧,CAN,8,f9 09 00 00 00 00 00 00
86,接收,1,2026-05-05 15:03:02.974.283,0.000573,18f184a0,报文帧,数据帧,扩展帧,CAN,8,65 00 35 00 2b 00 d8 00
87,接收,1,2026-05-05 15:03:02.974.843,0.000560,18f185a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 99 89 00 00
88,接收,1,2026-05-05 15:03:02.975.412,0.000569,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 03 01 01 00 36 32
89,接收,1,2026-05-05 15:03:02.975.969,0.000557,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 02 02 02 02 02
90,接收,1,2026-05-05 15:03:02.976.533,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 02 02
91,接收,1,2026-05-05 15:03:02.977.102,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
92,接收,1,2026-05-05 15:03:02.977.682,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 01 00 28 51 00 00 00
93,接收,1,2026-05-05 15:03:02.978.171,0.000489,182,报文帧,数据帧,标准帧,CAN,8,02 00 03 00 03 00 03 00
94,接收,1,2026-05-05 15:03:02.978.656,0.000485,183,报文帧,数据帧,标准帧,CAN,8,00 00 5d 00 53 00 00 00
95,接收,1,2026-05-05 15:03:02.979.144,0.000488,184,报文帧,数据帧,标准帧,CAN,8,f9 09 00 00 00 00 65 00
96,接收,1,2026-05-05 15:03:02.979.629,0.000485,185,报文帧,数据帧,标准帧,CAN,8,f9 09 00 00 00 02 36 32
97,接收,1,2026-05-05 15:03:02.980.102,0.000473,186,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 99 89 00 00
98,接收,1,2026-05-05 15:03:02.980.586,0.000484,191,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
99,接收,1,2026-05-05 15:03:02.989.265,0.008679,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
100,接收,1,2026-05-05 15:03:03.052.957,0.063692,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
101,接收,1,2026-05-05 15:03:03.084.407,0.031450,11,报文帧,数据帧,标准帧,CAN,8,e8 80 00 00 00 00 00 00
102,接收,1,2026-05-05 15:03:03.157.503,0.073096,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
103,接收,1,2026-05-05 15:03:03.179.479,0.021976,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
104,接收,1,2026-05-05 15:03:03.270.313,0.090834,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
105,接收,1,2026-05-05 15:03:03.284.684,0.014371,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
106,接收,1,2026-05-05 15:03:03.357.493,0.072809,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
107,接收,1,2026-05-05 15:03:03.365.499,0.008006,11,报文帧,数据帧,标准帧,CAN,8,e8 80 00 00 00 00 00 00
108,接收,1,2026-05-05 15:03:03.456.093,0.090594,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
109,接收,1,2026-05-05 15:03:03.457.485,0.001392,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
110,接收,1,2026-05-05 15:03:03.472.554,0.015069,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 28 51 00 00 00
