序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-05-05 13:52:57.819.718,0.000000,191,报文帧,数据帧,标准帧,CAN,8,5a 02 00 00 00 00 00 00
1,接收,1,2026-05-05 13:52:57.861.134,0.041416,11,报文帧,数据帧,标准帧,CAN,8,69 81 00 00 00 00 00 00
2,接收,1,2026-05-05 13:52:57.874.681,0.013547,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
3,接收,1,2026-05-05 13:52:57.956.272,0.081591,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
4,接收,1,2026-05-05 13:52:58.023.525,0.067253,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
5,接收,1,2026-05-05 13:52:58.051.467,0.027942,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
6,接收,1,2026-05-05 13:52:58.074.670,0.023203,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
7,接收,1,2026-05-05 13:52:58.142.281,0.067611,11,报文帧,数据帧,标准帧,CAN,8,69 81 00 00 00 00 00 00
8,接收,1,2026-05-05 13:52:58.183.622,0.041341,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
9,接收,1,2026-05-05 13:52:58.237.428,0.053806,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
10,接收,1,2026-05-05 13:52:58.270.110,0.032682,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
11,接收,1,2026-05-05 13:52:58.311.738,0.041628,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 03 00 28 49 19 00 00
12,接收,1,2026-05-05 13:52:58.312.306,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,99 00 29 00 9a 00 7b 00
13,接收,1,2026-05-05 13:52:58.312.867,0.000561,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c3 0a 05 00 30 06 f8 01
14,接收,1,2026-05-05 13:52:58.313.436,0.000569,18f184a0,报文帧,数据帧,扩展帧,CAN,8,dd 00 34 00 31 00 3e 00
15,接收,1,2026-05-05 13:52:58.314.008,0.000572,18f185a0,报文帧,数据帧,扩展帧,CAN,8,68 13 00 00 83 7f 00 00
16,接收,1,2026-05-05 13:52:58.314.573,0.000565,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 36 39
17,接收,1,2026-05-05 13:52:58.315.130,0.000557,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
18,接收,1,2026-05-05 13:52:58.315.694,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 02
19,接收,1,2026-05-05 13:52:58.316.263,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
20,接收,1,2026-05-05 13:52:58.316.843,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 03 00 28 49 19 00 00
21,接收,1,2026-05-05 13:52:58.317.324,0.000481,182,报文帧,数据帧,标准帧,CAN,8,99 00 9a 00 29 00 7b 00
22,接收,1,2026-05-05 13:52:58.317.793,0.000469,183,报文帧,数据帧,标准帧,CAN,8,00 00 5c 00 59 00 66 00
23,接收,1,2026-05-05 13:52:58.318.277,0.000484,184,报文帧,数据帧,标准帧,CAN,8,c3 0a 30 06 f8 01 dd 00
24,接收,1,2026-05-05 13:52:58.318.746,0.000469,185,报文帧,数据帧,标准帧,CAN,8,c3 0a 16 00 00 02 36 39
25,接收,1,2026-05-05 13:52:58.319.211,0.000465,186,报文帧,数据帧,标准帧,CAN,8,68 13 00 00 83 7f 00 00
26,接收,1,2026-05-05 13:52:58.319.695,0.000484,191,报文帧,数据帧,标准帧,CAN,8,5a 02 00 00 00 00 00 00
27,接收,1,2026-05-05 13:52:58.332.645,0.012950,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
28,接收,1,2026-05-05 13:52:58.374.651,0.042006,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
29,接收,1,2026-05-05 13:52:58.423.477,0.048826,11,报文帧,数据帧,标准帧,CAN,8,69 81 00 00 00 00 00 00
30,接收,1,2026-05-05 13:52:58.503.813,0.080336,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
31,接收,1,2026-05-05 13:52:58.518.578,0.014765,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
32,接收,1,2026-05-05 13:52:58.574.643,0.056065,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
33,接收,1,2026-05-05 13:52:58.609.320,0.034677,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
34,接收,1,2026-05-05 13:52:58.674.637,0.065317,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
35,接收,1,2026-05-05 13:52:58.704.619,0.029982,11,报文帧,数据帧,标准帧,CAN,8,c1 81 00 00 00 00 00 00
36,接收,1,2026-05-05 13:52:58.799.660,0.095041,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
37,接收,1,2026-05-05 13:52:58.811.729,0.012069,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 03 00 28 49 19 00 00
38,接收,1,2026-05-05 13:52:58.812.298,0.000569,18f182a0,报文帧,数据帧,扩展帧,CAN,8,99 00 28 00 9a 00 7c 00
39,接收,1,2026-05-05 13:52:58.812.870,0.000572,18f183a0,报文帧,数据帧,扩展帧,CAN,8,d1 0a 05 00 2d 06 f8 01
40,接收,1,2026-05-05 13:52:58.813.431,0.000561,18f184a0,报文帧,数据帧,扩展帧,CAN,8,dc 00 34 00 31 00 3e 00
41,接收,1,2026-05-05 13:52:58.813.992,0.000561,18f185a0,报文帧,数据帧,扩展帧,CAN,8,6a 13 00 00 83 7f 00 00
42,接收,1,2026-05-05 13:52:58.814.552,0.000560,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 38 39
43,接收,1,2026-05-05 13:52:58.815.113,0.000561,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
44,接收,1,2026-05-05 13:52:58.815.678,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 02
45,接收,1,2026-05-05 13:52:58.816.246,0.000568,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
46,接收,1,2026-05-05 13:52:58.816.827,0.000581,181,报文帧,数据帧,标准帧,CAN,8,00 03 00 28 49 19 00 00
47,接收,1,2026-05-05 13:52:58.817.308,0.000481,182,报文帧,数据帧,标准帧,CAN,8,99 00 9a 00 28 00 7c 00
48,接收,1,2026-05-05 13:52:58.817.788,0.000480,183,报文帧,数据帧,标准帧,CAN,8,00 00 5c 00 59 00 66 00
49,接收,1,2026-05-05 13:52:58.818.273,0.000485,184,报文帧,数据帧,标准帧,CAN,8,d1 0a 2d 06 f8 01 dc 00
50,接收,1,2026-05-05 13:52:58.818.745,0.000472,185,报文帧,数据帧,标准帧,CAN,8,d1 0a 16 00 00 02 38 39
51,接收,1,2026-05-05 13:52:58.819.210,0.000465,186,报文帧,数据帧,标准帧,CAN,8,6a 13 00 00 83 7f 00 00
