序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
0,接收,1,2026-05-05 14:12:57.894.011,0.000000,11,报文帧,数据帧,标准帧,CAN,8,e0 80 00 00 00 00 00 00
1,接收,1,2026-05-05 14:12:57.910.735,0.016724,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
2,接收,1,2026-05-05 14:12:57.984.608,0.073873,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
3,接收,1,2026-05-05 14:12:58.010.727,0.026119,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
4,接收,1,2026-05-05 14:12:58.028.200,0.017473,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 28 4e 18 00 00
5,接收,1,2026-05-05 14:12:58.028.768,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,03 00 1b 00 8f 00 7b 00
6,接收,1,2026-05-05 14:12:58.029.325,0.000557,18f183a0,报文帧,数据帧,扩展帧,CAN,8,46 0b 00 00 25 03 80 01
7,接收,1,2026-05-05 14:12:58.029.885,0.000560,18f184a0,报文帧,数据帧,扩展帧,CAN,8,d1 00 30 00 2e 00 33 00
8,接收,1,2026-05-05 14:12:58.030.442,0.000557,18f185a0,报文帧,数据帧,扩展帧,CAN,8,09 14 00 00 33 84 00 00
9,接收,1,2026-05-05 14:12:58.031.007,0.000565,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 38 36
10,接收,1,2026-05-05 14:12:58.031.567,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
11,接收,1,2026-05-05 14:12:58.032.132,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 02
12,接收,1,2026-05-05 14:12:58.032.700,0.000568,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
13,接收,1,2026-05-05 14:12:58.033.281,0.000581,181,报文帧,数据帧,标准帧,CAN,8,00 01 00 28 4e 18 00 00
14,接收,1,2026-05-05 14:12:58.033.766,0.000485,182,报文帧,数据帧,标准帧,CAN,8,03 00 8f 00 1b 00 7b 00
15,接收,1,2026-05-05 14:12:58.034.242,0.000476,183,报文帧,数据帧,标准帧,CAN,8,00 00 58 00 56 00 5b 00
16,接收,1,2026-05-05 14:12:58.034.731,0.000489,184,报文帧,数据帧,标准帧,CAN,8,46 0b 25 03 80 01 d1 00
17,接收,1,2026-05-05 14:12:58.035.200,0.000469,185,报文帧,数据帧,标准帧,CAN,8,46 0b 00 00 00 02 38 36
18,接收,1,2026-05-05 14:12:58.035.676,0.000476,186,报文帧,数据帧,标准帧,CAN,8,09 14 00 00 33 84 00 00
19,接收,1,2026-05-05 14:12:58.036.157,0.000481,191,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
20,接收,1,2026-05-05 14:12:58.079.756,0.043599,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
21,接收,1,2026-05-05 14:12:58.138.949,0.059193,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
22,接收,1,2026-05-05 14:12:58.170.479,0.031530,11,报文帧,数据帧,标准帧,CAN,8,25 81 00 00 00 00 00 00
23,接收,1,2026-05-05 14:12:58.210.717,0.040238,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
24,接收,1,2026-05-05 14:12:58.265.582,0.054865,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
25,接收,1,2026-05-05 14:12:58.306.164,0.040582,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
26,接收,1,2026-05-05 14:12:58.360.741,0.054577,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
27,接收,1,2026-05-05 14:12:58.451.535,0.090794,11,报文帧,数据帧,标准帧,CAN,8,25 81 00 00 00 00 00 00
28,接收,1,2026-05-05 14:12:58.459.039,0.007504,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
29,接收,1,2026-05-05 14:12:58.510.701,0.051662,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
30,接收,1,2026-05-05 14:12:58.528.189,0.017488,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 28 4e 18 00 00
31,接收,1,2026-05-05 14:12:58.528.758,0.000569,18f182a0,报文帧,数据帧,扩展帧,CAN,8,03 00 1a 00 8f 00 7b 00
32,接收,1,2026-05-05 14:12:58.529.319,0.000561,18f183a0,报文帧,数据帧,扩展帧,CAN,8,3d 0b 00 00 21 03 80 01
33,接收,1,2026-05-05 14:12:58.529.891,0.000572,18f184a0,报文帧,数据帧,扩展帧,CAN,8,d2 00 30 00 2e 00 33 00
34,接收,1,2026-05-05 14:12:58.530.452,0.000561,18f185a0,报文帧,数据帧,扩展帧,CAN,8,09 14 00 00 33 84 00 00
35,接收,1,2026-05-05 14:12:58.531.017,0.000565,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 38 36
36,接收,1,2026-05-05 14:12:58.531.577,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
37,接收,1,2026-05-05 14:12:58.532.142,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 02
38,接收,1,2026-05-05 14:12:58.532.710,0.000568,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
39,接收,1,2026-05-05 14:12:58.533.291,0.000581,181,报文帧,数据帧,标准帧,CAN,8,00 01 00 28 4e 18 00 00
40,接收,1,2026-05-05 14:12:58.533.776,0.000485,182,报文帧,数据帧,标准帧,CAN,8,03 00 8f 00 1a 00 7b 00
41,接收,1,2026-05-05 14:12:58.534.260,0.000484,183,报文帧,数据帧,标准帧,CAN,8,00 00 58 00 56 00 5b 00
42,接收,1,2026-05-05 14:12:58.534.749,0.000489,184,报文帧,数据帧,标准帧,CAN,8,3d 0b 21 03 80 01 d2 00
43,接收,1,2026-05-05 14:12:58.535.222,0.000473,185,报文帧,数据帧,标准帧,CAN,8,3d 0b 00 00 00 02 38 36
44,接收,1,2026-05-05 14:12:58.535.702,0.000480,186,报文帧,数据帧,标准帧,CAN,8,09 14 00 00 33 84 00 00
45,接收,1,2026-05-05 14:12:58.536.183,0.000481,191,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
46,接收,1,2026-05-05 14:12:58.546.629,0.010446,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
47,接收,1,2026-05-05 14:12:58.619.341,0.072712,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
48,接收,1,2026-05-05 14:12:58.641.805,0.022464,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
49,接收,1,2026-05-05 14:12:58.710.693,0.068888,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
50,接收,1,2026-05-05 14:12:58.732.517,0.021824,11,报文帧,数据帧,标准帧,CAN,8,25 81 00 00 00 00 00 00
51,接收,1,2026-05-05 14:12:58.810.685,0.078168,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
52,接收,1,2026-05-05 14:12:58.827.518,0.016833,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
53,接收,1,2026-05-05 14:12:58.922.782,0.095264,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
54,接收,1,2026-05-05 14:12:58.939.014,0.016232,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
55,接收,1,2026-05-05 14:12:59.010.674,0.071660,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
56,接收,1,2026-05-05 14:12:59.013.538,0.002864,11,报文帧,数据帧,标准帧,CAN,8,25 81 00 00 00 00 00 00
57,接收,1,2026-05-05 14:12:59.028.183,0.014645,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 28 4e 18 00 00
58,接收,1,2026-05-05 14:12:59.028.751,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,03 00 1a 00 8f 00 7b 00
59,接收,1,2026-05-05 14:12:59.029.312,0.000561,18f183a0,报文帧,数据帧,扩展帧,CAN,8,3d 0b 00 00 1e 03 7c 01
60,接收,1,2026-05-05 14:12:59.029.885,0.000573,18f184a0,报文帧,数据帧,扩展帧,CAN,8,d2 00 30 00 2e 00 33 00
61,接收,1,2026-05-05 14:12:59.030.445,0.000560,18f185a0,报文帧,数据帧,扩展帧,CAN,8,09 14 00 00 34 84 00 00
62,接收,1,2026-05-05 14:12:59.031.010,0.000565,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 38 36
63,接收,1,2026-05-05 14:12:59.031.571,0.000561,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
64,接收,1,2026-05-05 14:12:59.032.135,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 02
65,接收,1,2026-05-05 14:12:59.032.704,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
66,接收,1,2026-05-05 14:12:59.033.284,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 01 00 28 4e 18 00 00
67,接收,1,2026-05-05 14:12:59.033.769,0.000485,182,报文帧,数据帧,标准帧,CAN,8,03 00 8f 00 1a 00 7b 00
